   Elapsed time	  ECG I	iltered
          1.784	  0.510	 -0.130
          1.786	  0.640	 -0.125
          1.788	  0.945	 -0.120
          1.790	  0.975	 -0.115
          1.792	  1.275	 -0.110
          1.794	  1.310	 -0.105
          1.796	  1.390	 -0.105
          1.798	  1.815	 -0.110
          1.800	  1.435	 -0.115
          1.802	  0.955	 -0.125
          1.804	  0.490	 -0.130
          1.806	  0.690	 -0.130
          1.808	  0.965	 -0.130
          1.810	  1.000	 -0.130
          1.812	  1.245	 -0.125
          1.814	  1.300	 -0.125
          1.816	  1.485	 -0.120
          1.818	  1.800	 -0.120
          1.820	  1.410	 -0.120
          1.822	  0.945	 -0.120
          1.824	  0.475	 -0.115
          1.826	  0.740	 -0.115
          1.828	  0.960	 -0.110
          1.830	  1.040	 -0.110
          1.832	  1.265	 -0.110
          1.834	  1.300	 -0.110
          1.836	  1.560	 -0.110
          1.838	  1.795	 -0.110
          1.840	  1.400	 -0.105
          1.842	  0.935	 -0.100
          1.844	  0.535	 -0.090
          1.846	  0.805	 -0.085
          1.848	  1.005	 -0.080
          1.850	  1.085	 -0.080
          1.852	  1.300	 -0.085
          1.854	  1.325	 -0.095
          1.856	  1.625	 -0.105
          1.858	  1.770	 -0.110
          1.860	  1.380	 -0.110
          1.862	  0.930	 -0.105
          1.864	  0.490	 -0.090
          1.866	  0.860	 -0.080
          1.868	  1.055	 -0.065
          1.870	  1.140	 -0.060
          1.872	  1.320	 -0.055
          1.874	  1.360	 -0.060
          1.876	  1.700	 -0.065
          1.878	  1.800	 -0.070
          1.880	  1.400	 -0.065
          1.882	  0.975	 -0.055
          1.884	  0.565	 -0.035
          1.886	  0.965	 -0.010
          1.888	  1.150	  0.015
          1.890	  1.235	  0.030
          1.892	  1.405	  0.035
          1.894	  1.460	  0.025
          1.896	  1.845	  0.010
          1.898	  1.850	 -0.010
          1.900	  1.440	 -0.025
          1.902	  0.990	 -0.035
          1.904	  0.575	 -0.035
          1.906	  0.965	 -0.025
          1.908	  1.125	 -0.015
          1.910	  1.220	 -0.005
          1.912	  1.370	  0.000
          1.914	  1.425	  0.000
          1.916	  1.840	 -0.010
          1.918	  1.835	 -0.025
          1.920	  1.395	 -0.040
          1.922	  0.965	 -0.050
          1.924	  0.555	 -0.050
          1.926	  0.975	 -0.045
          1.928	  1.110	 -0.035
          1.930	  1.240	 -0.020
          1.932	  1.370	 -0.015
          1.934	  1.445	 -0.015
          1.936	  1.860	 -0.020
          1.938	  1.795	 -0.030
          1.940	  1.375	 -0.040
          1.942	  0.960	 -0.050
          1.944	  0.575	 -0.055
          1.946	  1.005	 -0.055
          1.948	  1.120	 -0.055
          1.950	  1.195	 -0.055
          1.952	  1.330	 -0.055
          1.954	  1.410	 -0.055
          1.956	  1.855	 -0.060
          1.958	  1.755	 -0.070
          1.960	  1.345	 -0.070
          1.962	  0.940	 -0.070
          1.964	  0.535	 -0.065
          1.966	  1.035	 -0.050
          1.968	  1.145	 -0.035
          1.970	  1.255	 -0.025
          1.972	  1.370	 -0.020
          1.974	  1.480	 -0.020
          1.976	  1.960	 -0.025
          1.978	  1.780	 -0.030
          1.980	  1.365	 -0.035
          1.982	  0.960	 -0.035
          1.984	  0.555	 -0.035
          1.986	  1.080	 -0.025
          1.988	  1.130	 -0.015
          1.990	  1.290	 -0.010
          1.992	  1.415	 -0.010
          1.994	  1.475	 -0.015
          1.996	  2.000	 -0.025
          1.998	  1.790	 -0.040
          2.000	  1.345	 -0.050
          2.002	  0.895	 -0.055
          2.004	  0.575	 -0.055
          2.006	  1.065	 -0.050
          2.008	  1.100	 -0.040
          2.010	  1.330	 -0.035
          2.012	  1.430	 -0.035
          2.014	  1.455	 -0.045
          2.016	  1.990	 -0.065
          2.018	  1.730	 -0.090
          2.020	  1.275	 -0.115
          2.022	  0.755	 -0.130
          2.024	  0.570	 -0.130
          2.026	  1.035	 -0.115
          2.028	  1.030	 -0.085
          2.030	  1.345	 -0.040
          2.032	  1.475	  0.015
          2.034	  1.560	  0.080
          2.036	  2.190	  0.150
          2.038	  2.050	  0.235
          2.040	  1.640	  0.340
          2.042	  1.320	  0.455
          2.044	  1.380	  0.590
          2.046	  1.940	  0.730
          2.048	  2.040	  0.870
          2.050	  2.455	  0.995
          2.052	  2.555	  1.085
          2.054	  2.640	  1.125
          2.056	  3.250	  1.110
          2.058	  2.940	  1.030
          2.060	  2.340	  0.895
          2.062	  1.625	  0.710
          2.064	  1.320	  0.500
          2.066	  1.385	  0.275
          2.068	  1.115	  0.060
          2.070	  1.225	 -0.125
          2.072	  1.160	 -0.270
          2.074	  1.170	 -0.370
          2.076	  1.670	 -0.425
          2.078	  1.350	 -0.445
          2.080	  0.850	 -0.430
          2.082	  0.360	 -0.400
          2.084	  0.515	 -0.365
          2.086	  0.865	 -0.330
          2.088	  0.905	 -0.300
          2.090	  1.190	 -0.280
          2.092	  1.240	 -0.270
          2.094	  1.385	 -0.260
          2.096	  1.830	 -0.250
          2.098	  1.485	 -0.240
          2.100	  1.020	 -0.220
          2.102	  0.545	 -0.200
          2.104	  0.770	 -0.185
          2.106	  1.040	 -0.170
          2.108	  1.095	 -0.165
          2.110	  1.360	 -0.170
          2.112	  1.355	 -0.180
          2.114	  1.520	 -0.190
          2.116	  1.860	 -0.205
          2.118	  1.450	 -0.210
          2.120	  0.985	 -0.210
          2.122	  0.540	 -0.200
          2.124	  0.815	 -0.185
          2.126	  1.050	 -0.175
          2.128	  1.100	 -0.165
          2.130	  1.325	 -0.165
          2.132	  1.340	 -0.175
          2.134	  1.615	 -0.185
          2.136	  1.865	 -0.200
          2.138	  1.430	 -0.205
          2.140	  0.975	 -0.205
          2.142	  0.535	 -0.200
          2.144	  0.850	 -0.185
          2.146	  1.035	 -0.170
          2.148	  1.135	 -0.155
          2.150	  1.350	 -0.155
          2.152	  1.390	 -0.160
          2.154	  1.690	 -0.170
          2.156	  1.855	 -0.185
          2.158	  1.410	 -0.190
          2.160	  0.985	 -0.195
          2.162	  0.530	 -0.185
          2.164	  0.890	 -0.170
          2.166	  1.100	 -0.150
          2.168	  1.160	 -0.135
          2.170	  1.355	 -0.130
          2.172	  1.425	 -0.130
          2.174	  1.775	 -0.140
          2.176	  1.880	 -0.150
          2.178	  1.440	 -0.165
          2.180	  0.975	 -0.165
          2.182	  0.565	 -0.160
          2.184	  0.945	 -0.145
          2.186	  1.120	 -0.130
          2.188	  1.200	 -0.115
          2.190	  1.385	 -0.105
          2.192	  1.445	 -0.105
          2.194	  1.830	 -0.115
          2.196	  1.850	 -0.125
          2.198	  1.455	 -0.135
          2.200	  0.985	 -0.135
          2.202	  0.580	 -0.125
          2.204	  1.025	 -0.105
          2.206	  1.190	 -0.080
          2.208	  1.310	 -0.050
          2.210	  1.450	 -0.025
          2.212	  1.545	 -0.015
          2.214	  1.985	 -0.005
          2.216	  1.930	 -0.005
          2.218	  1.560	 -0.010
          2.220	  1.125	 -0.005
          2.222	  0.725	  0.005
          2.224	  1.165	  0.020
          2.226	  1.355	  0.045
          2.228	  1.435	  0.070
          2.230	  1.570	  0.090
          2.232	  1.605	  0.105
          2.234	  2.170	  0.110
          2.236	  2.065	  0.115
          2.238	  1.670	  0.115
          2.240	  1.245	  0.125
          2.242	  0.835	  0.135
          2.244	  1.340	  0.160
          2.246	  1.480	  0.190
          2.248	  1.585	  0.220
          2.250	  1.740	  0.245
          2.252	  1.835	  0.265
          2.254	  2.335	  0.275
          2.256	  2.215	  0.285
          2.258	  1.810	  0.285
          2.260	  1.410	  0.290
          2.262	  1.025	  0.300
          2.264	  1.505	  0.315
          2.266	  1.615	  0.335
          2.268	  1.755	  0.355
          2.270	  1.880	  0.370
          2.272	  1.935	  0.375
          2.274	  2.470	  0.375
          2.276	  2.300	  0.365
          2.278	  1.855	  0.355
          2.280	  1.450	  0.340
          2.282	  1.045	  0.330
          2.284	  1.520	  0.320
          2.286	  1.590	  0.320
          2.288	  1.755	  0.320
          2.290	  1.835	  0.320
          2.292	  1.895	  0.315
          2.294	  2.445	  0.305
          2.296	  2.195	  0.290
          2.298	  1.760	  0.275
          2.300	  1.320	  0.255
          2.302	  0.955	  0.235
          2.304	  1.430	  0.215
          2.306	  1.435	  0.200
          2.308	  1.660	  0.185
          2.310	  1.750	  0.170
          2.312	  1.760	  0.150
          2.314	  2.255	  0.130
          2.316	  2.010	  0.110
          2.318	  1.575	  0.090
          2.320	  0.995	  0.070
          2.322	  0.800	  0.060
          2.324	  1.335	  0.045
          2.326	  1.275	  0.040
          2.328	  1.515	  0.030
          2.330	  1.600	  0.015
          2.332	  1.620	  0.000
          2.334	  2.155	 -0.020
          2.336	  1.870	 -0.035
          2.338	  1.340	 -0.050
          2.340	  0.835	 -0.060
          2.342	  0.770	 -0.065
          2.344	  1.200	 -0.065
          2.346	  1.185	 -0.065
          2.348	  1.505	 -0.065
          2.350	  1.520	 -0.070
          2.352	  1.525	 -0.080
          2.354	  2.080	 -0.090
          2.356	  1.780	 -0.100
          2.358	  1.245	 -0.115
          2.360	  0.720	 -0.120
          2.362	  0.760	 -0.125
          2.364	  1.140	 -0.125
          2.366	  1.165	 -0.125
          2.368	  1.505	 -0.120
          2.370	  1.475	 -0.125
          2.372	  1.470	 -0.130
          2.374	  2.010	 -0.145
          2.376	  1.665	 -0.155
          2.378	  1.170	 -0.165
          2.380	  0.640	 -0.175
          2.382	  0.780	 -0.175
          2.384	  1.110	 -0.175
          2.386	  1.125	 -0.170
          2.388	  1.430	 -0.165
          2.390	  1.435	 -0.165
          2.392	  1.530	 -0.165
          2.394	  1.965	 -0.170
          2.396	  1.605	 -0.180
          2.398	  1.075	 -0.185
          2.400	  0.605	 -0.190
          2.402	  0.820	 -0.185
          2.404	  1.095	 -0.180
          2.406	  1.155	 -0.170
          2.408	  1.435	 -0.160
          2.410	  1.455	 -0.155
          2.412	  1.640	 -0.145
          2.414	  1.995	 -0.140
          2.416	  1.585	 -0.135
          2.418	  1.110	 -0.130
          2.420	  0.655	 -0.130
          2.422	  0.910	 -0.125
          2.424	  1.150	 -0.125
          2.426	  1.200	 -0.125
          2.428	  1.430	 -0.130
          2.430	  1.460	 -0.140
          2.432	  1.680	 -0.150
          2.434	  1.960	 -0.165
          2.436	  1.535	 -0.170
          2.438	  1.040	 -0.175
          2.440	  0.580	 -0.175
          2.442	  0.895	 -0.170
          2.444	  1.115	 -0.160
          2.446	  1.175	 -0.155
          2.448	  1.395	 -0.145
          2.450	  1.465	 -0.145
          2.452	  1.755	 -0.145
          2.454	  1.930	 -0.145
          2.456	  1.525	 -0.145
          2.458	  1.065	 -0.145
          2.460	  0.620	 -0.135
          2.462	  0.945	 -0.130
          2.464	  1.150	 -0.120
          2.466	  1.240	 -0.115
          2.468	  1.440	 -0.115
          2.470	  1.470	 -0.120
          2.472	  1.815	 -0.130
          2.474	  1.900	 -0.135
          2.476	  1.495	 -0.140
          2.478	  1.040	 -0.140
          2.480	  0.625	 -0.130
          2.482	  0.970	 -0.120
          2.484	  1.170	 -0.110
          2.486	  1.300	 -0.105
          2.488	  1.450	 -0.100
          2.490	  1.450	 -0.105
          2.492	  1.855	 -0.115
          2.494	  1.875	 -0.120
          2.496	  1.475	 -0.125
          2.498	  1.050	 -0.120
          2.500	  0.650	 -0.105
          2.502	  1.070	 -0.085
          2.504	  1.225	 -0.065
          2.506	  1.325	 -0.045
          2.508	  1.475	 -0.035
          2.510	  1.530	 -0.030
          2.512	  1.970	 -0.035
          2.514	  1.935	 -0.045
          2.516	  1.520	 -0.055
          2.518	  1.065	 -0.055
          2.520	  0.705	 -0.050
          2.522	  1.110	 -0.045
          2.524	  1.265	 -0.030
          2.526	  1.360	 -0.025
          2.528	  1.525	 -0.020
          2.530	  1.540	 -0.025
          2.532	  1.970	 -0.040
          2.534	  1.875	 -0.055
          2.536	  1.465	 -0.075
          2.538	  1.035	 -0.080
          2.540	  0.645	 -0.080
          2.542	  1.090	 -0.075
          2.544	  1.280	 -0.055
          2.546	  1.350	 -0.040
          2.548	  1.460	 -0.025
          2.550	  1.555	 -0.015
          2.552	  2.055	 -0.015
          2.554	  1.885	 -0.020
          2.556	  1.475	 -0.030
          2.558	  1.065	 -0.035
          2.560	  0.690	 -0.035
          2.562	  1.170	 -0.030
          2.564	  1.290	 -0.025
          2.566	  1.385	 -0.015
          2.568	  1.490	 -0.010
          2.570	  1.550	 -0.005
          2.572	  2.055	 -0.010
          2.574	  1.885	 -0.015
          2.576	  1.500	 -0.020
          2.578	  1.045	 -0.025
          2.580	  0.705	 -0.030
          2.582	  1.140	 -0.030
          2.584	  1.210	 -0.030
          2.586	  1.360	 -0.025
          2.588	  1.485	 -0.030
          2.590	  1.550	 -0.030
          2.592	  2.065	 -0.035
          2.594	  1.865	 -0.045
          2.596	  1.415	 -0.045
          2.598	  1.005	 -0.045
          2.600	  0.670	 -0.045
          2.602	  1.135	 -0.040
          2.604	  1.190	 -0.035
          2.606	  1.380	 -0.035
          2.608	  1.505	 -0.045
          2.610	  1.510	 -0.055
          2.612	  2.025	 -0.070
          2.614	  1.815	 -0.085
          2.616	  1.370	 -0.095
          2.618	  0.840	 -0.090
          2.620	  0.665	 -0.080
          2.622	  1.175	 -0.060
          2.624	  1.215	 -0.035
          2.626	  1.465	 -0.015
          2.628	  1.535	  0.000
          2.630	  1.555	  0.005
          2.632	  2.120	  0.005
          2.634	  1.880	 -0.005
          2.636	  1.390	 -0.015
          2.638	  0.880	 -0.015
          2.640	  0.780	 -0.015
          2.642	  1.225	 -0.005
          2.644	  1.215	  0.010
          2.646	  1.550	  0.025
          2.648	  1.595	  0.035
          2.650	  1.630	  0.035
          2.652	  2.140	  0.035
          2.654	  1.840	  0.025
          2.656	  1.340	  0.020
          2.658	  0.860	  0.015
          2.660	  0.880	  0.020
          2.662	  1.275	  0.025
          2.664	  1.265	  0.040
          2.666	  1.605	  0.050
          2.668	  1.615	  0.055
          2.670	  1.625	  0.055
          2.672	  2.130	  0.050
          2.674	  1.825	  0.040
          2.676	  1.330	  0.030
          2.678	  0.820	  0.025
          2.680	  0.935	  0.025
          2.682	  1.285	  0.035
          2.684	  1.290	  0.045
          2.686	  1.595	  0.065
          2.688	  1.600	  0.080
          2.690	  1.735	  0.090
          2.692	  2.185	  0.095
          2.694	  1.835	  0.100
          2.696	  1.345	  0.100
          2.698	  0.860	  0.105
          2.700	  1.085	  0.110
          2.702	  1.355	  0.120
          2.704	  1.400	  0.130
          2.706	  1.670	  0.140
          2.708	  1.705	  0.145
          2.710	  1.825	  0.140
          2.712	  2.190	  0.135
          2.714	  1.795	  0.130
          2.716	  1.325	  0.120
          2.718	  0.855	  0.115
          2.720	  1.105	  0.115
          2.722	  1.345	  0.115
          2.724	  1.425	  0.125
          2.726	  1.660	  0.130
          2.728	  1.680	  0.135
          2.730	  1.895	  0.135
          2.732	  2.170	  0.135
          2.734	  1.780	  0.130
          2.736	  1.310	  0.125
          2.738	  0.830	  0.125
          2.740	  1.115	  0.125
          2.742	  1.360	  0.130
          2.744	  1.410	  0.135
          2.746	  1.625	  0.135
          2.748	  1.700	  0.135
          2.750	  1.955	  0.135
          2.752	  2.140	  0.130
          2.754	  1.730	  0.130
          2.756	  1.260	  0.130
          2.758	  0.825	  0.135
          2.760	  1.205	  0.140
          2.762	  1.370	  0.145
          2.764	  1.425	  0.150
          2.766	  1.655	  0.150
          2.768	  1.690	  0.145
          2.770	  2.035	  0.140
          2.772	  2.110	  0.130
          2.774	  1.690	  0.125
          2.776	  1.235	  0.115
          2.778	  0.785	  0.115
          2.780	  1.160	  0.115
          2.782	  1.335	  0.120
          2.784	  1.430	  0.120
          2.786	  1.590	  0.120
          2.788	  1.625	  0.115
          2.790	  2.050	  0.105
          2.792	  2.045	  0.090
          2.794	  1.610	  0.080
          2.796	  1.155	  0.075
          2.798	  0.760	  0.075
          2.800	  1.140	  0.075
          2.802	  1.300	  0.080
          2.804	  1.380	  0.085
          2.806	  1.570	  0.085
          2.808	  1.590	  0.080
          2.810	  1.985	  0.070
          2.812	  1.950	  0.060
          2.814	  1.560	  0.045
          2.816	  1.095	  0.040
          2.818	  0.705	  0.035
          2.820	  1.165	  0.040
          2.822	  1.280	  0.045
          2.824	  1.350	  0.055
          2.826	  1.495	  0.060
          2.828	  1.555	  0.060
          2.830	  2.010	  0.055
          2.832	  1.930	  0.045
          2.834	  1.505	  0.040
          2.836	  1.080	  0.035
          2.838	  0.695	  0.035
          2.840	  1.150	  0.040
          2.842	  1.260	  0.045
          2.844	  1.385	  0.045
          2.846	  1.495	  0.050
          2.848	  1.535	  0.040
          2.850	  2.005	  0.030
          2.852	  1.880	  0.020
          2.854	  1.440	  0.005
          2.856	  1.020	 -0.010
          2.858	  0.615	 -0.015
          2.860	  1.090	 -0.015
          2.862	  1.220	 -0.015
          2.864	  1.315	 -0.010
          2.866	  1.450	 -0.005
          2.868	  1.490	 -0.005
          2.870	  1.985	 -0.005
          2.872	  1.865	  0.000
          2.874	  1.385	  0.015
          2.876	  1.010	  0.045
          2.878	  0.690	  0.090
          2.880	  1.260	  0.155
          2.882	  1.430	  0.245
          2.884	  1.710	  0.345
          2.886	  1.925	  0.465
          2.888	  2.105	  0.595
          2.890	  2.770	  0.730
          2.892	  2.760	  0.865
          2.894	  2.400	  0.985
          2.896	  2.065	  1.085
          2.898	  1.725	  1.155
          2.900	  2.305	  1.180
          2.902	  2.325	  1.160
          2.904	  2.565	  1.085
          2.906	  2.580	  0.960
          2.908	  2.380	  0.790
          2.910	  2.685	  0.595
          2.912	  2.190	  0.385
          2.914	  1.460	  0.190
          2.916	  0.720	  0.020
          2.918	  0.400	 -0.115
          2.920	  0.915	 -0.200
          2.922	  0.915	 -0.250
          2.924	  1.195	 -0.270
          2.926	  1.265	 -0.270
          2.928	  1.225	 -0.265
          2.930	  1.755	 -0.255
          2.932	  1.525	 -0.255
          2.934	  1.045	 -0.255
          2.936	  0.540	 -0.255
          2.938	  0.435	 -0.255
          2.940	  0.875	 -0.250
          2.942	  0.905	 -0.235
          2.944	  1.250	 -0.215
          2.946	  1.305	 -0.190
          2.948	  1.335	 -0.160
          2.950	  1.920	 -0.135
          2.952	  1.645	 -0.115
          2.954	  1.140	 -0.100
          2.956	  0.655	 -0.090
          2.958	  0.670	 -0.080
          2.960	  1.085	 -0.070
          2.962	  1.090	 -0.060
          2.964	  1.425	 -0.045
          2.966	  1.445	 -0.030
          2.968	  1.470	 -0.020
          2.970	  2.045	 -0.005
          2.972	  1.720	  0.005
          2.974	  1.230	  0.015
          2.976	  0.740	  0.020
          2.978	  0.820	  0.025
          2.980	  1.175	  0.030
          2.982	  1.175	  0.030
          2.984	  1.490	  0.030
          2.986	  1.510	  0.030
          2.988	  1.595	  0.030
          2.990	  2.045	  0.025
          2.992	  1.685	  0.025
          2.994	  1.185	  0.025
          2.996	  0.675	  0.025
          2.998	  0.865	  0.030
          3.000	  1.165	  0.030
          3.002	  1.220	  0.035
          3.004	  1.495	  0.035
          3.006	  1.525	  0.035
          3.008	  1.650	  0.035
          3.010	  2.010	  0.035
          3.012	  1.610	  0.035
          3.014	  1.150	  0.040
          3.016	  0.685	  0.045
          3.018	  0.935	  0.055
          3.020	  1.195	  0.070
          3.022	  1.275	  0.080
          3.024	  1.525	  0.095
          3.026	  1.560	  0.105
          3.028	  1.775	  0.110
          3.030	  2.100	  0.120
          3.032	  1.685	  0.130
          3.034	  1.210	  0.140
          3.036	  0.775	  0.150
          3.038	  1.070	  0.160
          3.040	  1.300	  0.170
          3.042	  1.370	  0.180
          3.044	  1.595	  0.185
          3.046	  1.650	  0.180
          3.048	  1.855	  0.175
          3.050	  2.115	  0.170
          3.052	  1.705	  0.160
          3.054	  1.225	  0.150
          3.056	  0.745	  0.140
          3.058	  1.045	  0.135
          3.060	  1.240	  0.130
          3.062	  1.320	  0.130
          3.064	  1.510	  0.130
          3.066	  1.545	  0.130
          3.068	  1.910	  0.130
          3.070	  2.060	  0.140
          3.072	  1.635	  0.155
          3.074	  1.200	  0.170
          3.076	  0.780	  0.190
          3.078	  1.150	  0.215
          3.080	  1.340	  0.230
          3.082	  1.450	  0.245
          3.084	  1.655	  0.255
          3.086	  1.660	  0.255
          3.088	  2.075	  0.255
          3.090	  2.135	  0.255
          3.092	  1.700	  0.260
          3.094	  1.250	  0.265
          3.096	  0.875	  0.280
          3.098	  1.255	  0.295
          3.100	  1.425	  0.310
          3.102	  1.515	  0.325
          3.104	  1.700	  0.335
          3.106	  1.770	  0.335
          3.108	  2.180	  0.335
          3.110	  2.155	  0.340
          3.112	  1.760	  0.340
          3.114	  1.335	  0.350
          3.116	  0.920	  0.365
          3.118	  1.355	  0.380
          3.120	  1.540	  0.395
          3.122	  1.610	  0.405
          3.124	  1.755	  0.410
          3.126	  1.800	  0.405
          3.128	  2.265	  0.400
          3.130	  2.165	  0.385
          3.132	  1.750	  0.375
          3.134	  1.305	  0.365
          3.136	  0.915	  0.360
          3.138	  1.345	  0.360
          3.140	  1.500	  0.360
          3.142	  1.595	  0.355
          3.144	  1.690	  0.340
          3.146	  1.685	  0.325
          3.148	  2.170	  0.295
          3.150	  2.020	  0.265
          3.152	  1.580	  0.240
          3.154	  1.140	  0.215
          3.156	  0.715	  0.195
          3.158	  1.205	  0.180
          3.160	  1.310	  0.170
          3.162	  1.375	  0.160
          3.164	  1.460	  0.150
          3.166	  1.525	  0.135
          3.168	  2.015	  0.110
          3.170	  1.820	  0.090
          3.172	  1.375	  0.065
          3.174	  0.935	  0.040
          3.176	  0.530	  0.025
          3.178	  1.015	  0.010
          3.180	  1.100	 -0.005
          3.182	  1.215	 -0.015
          3.184	  1.275	 -0.030
          3.186	  1.320	 -0.045
          3.188	  1.845	 -0.060
          3.190	  1.630	 -0.075
          3.192	  1.220	 -0.085
          3.194	  0.815	 -0.095
          3.196	  0.400	 -0.095
          3.198	  0.920	 -0.090
          3.200	  0.935	 -0.090
          3.202	  1.135	 -0.085
          3.204	  1.255	 -0.080
          3.206	  1.295	 -0.080
          3.208	  1.855	 -0.085
          3.210	  1.635	 -0.085
          3.212	  1.170	 -0.095
          3.214	  0.700	 -0.100
          3.216	  0.410	 -0.100
          3.218	  0.945	 -0.105
          3.220	  0.915	 -0.115
          3.222	  1.140	 -0.125
          3.224	  1.215	 -0.135
          3.226	  1.235	 -0.155
          3.228	  1.750	 -0.170
          3.230	  1.495	 -0.185
          3.232	  1.025	 -0.195
          3.234	  0.505	 -0.200
          3.236	  0.375	 -0.205
          3.238	  0.850	 -0.205
          3.240	  0.845	 -0.205
          3.242	  1.100	 -0.210
          3.244	  1.130	 -0.220
          3.246	  1.135	 -0.235
          3.248	  1.665	 -0.250
          3.250	  1.360	 -0.270
          3.252	  0.865	 -0.280
          3.254	  0.380	 -0.285
          3.256	  0.375	 -0.280
          3.258	  0.770	 -0.275
          3.260	  0.755	 -0.270
          3.262	  1.075	 -0.265
          3.264	  1.100	 -0.265
          3.266	  1.095	 -0.270
          3.268	  1.625	 -0.275
          3.270	  1.300	 -0.285
          3.272	  0.800	 -0.290
          3.274	  0.330	 -0.285
          3.276	  0.445	 -0.280
          3.278	  0.775	 -0.270
          3.280	  0.765	 -0.255
          3.282	  1.085	 -0.250
          3.284	  1.110	 -0.245
          3.286	  1.165	 -0.245
          3.288	  1.640	 -0.250
          3.290	  1.285	 -0.255
          3.292	  0.790	 -0.255
          3.294	  0.325	 -0.250
          3.296	  0.510	 -0.240
          3.298	  0.790	 -0.225
          3.300	  0.845	 -0.210
          3.302	  1.130	 -0.195
          3.304	  1.170	 -0.180
          3.306	  1.295	 -0.175
          3.308	  1.690	 -0.170
          3.310	  1.320	 -0.165
          3.312	  0.835	 -0.165
          3.314	  0.370	 -0.160
          3.316	  0.620	 -0.150
          3.318	  0.900	 -0.145
          3.320	  0.935	 -0.135
          3.322	  1.190	 -0.125
          3.324	  1.210	 -0.120
          3.326	  1.415	 -0.115
          3.328	  1.745	 -0.110
          3.330	  1.330	 -0.110
          3.332	  0.865	 -0.100
          3.334	  0.455	 -0.095
          3.336	  0.695	 -0.090
          3.338	  0.870	 -0.085
          3.340	  0.965	 -0.085
          3.342	  1.220	 -0.090
          3.344	  1.225	 -0.100
          3.346	  1.510	 -0.110
          3.348	  1.695	 -0.125
          3.350	  1.250	 -0.135
          3.352	  0.800	 -0.145
          3.354	  0.330	 -0.150
          3.356	  0.665	 -0.150
          3.358	  0.850	 -0.150
          3.360	  0.900	 -0.150
          3.362	  1.085	 -0.155
          3.364	  1.155	 -0.165
          3.366	  1.475	 -0.175
          3.368	  1.620	 -0.190
          3.370	  1.170	 -0.200
          3.372	  0.705	 -0.205
          3.374	  0.250	 -0.205
          3.376	  0.615	 -0.205
          3.378	  0.785	 -0.205
          3.380	  0.865	 -0.210
          3.382	  1.025	 -0.215
          3.384	  1.065	 -0.230
          3.386	  1.450	 -0.245
          3.388	  1.475	 -0.260
          3.390	  1.055	 -0.270
          3.392	  0.615	 -0.270
          3.394	  0.195	 -0.265
          3.396	  0.600	 -0.260
          3.398	  0.745	 -0.250
          3.400	  0.820	 -0.245
          3.402	  0.980	 -0.245
          3.404	  1.015	 -0.250
          3.406	  1.435	 -0.265
          3.408	  1.395	 -0.275
          3.410	  1.025	 -0.285
          3.412	  0.590	 -0.285
          3.414	  0.150	 -0.285
          3.416	  0.590	 -0.275
          3.418	  0.735	 -0.260
          3.420	  0.830	 -0.255
          3.422	  0.965	 -0.255
          3.424	  1.005	 -0.260
          3.426	  1.435	 -0.280
          3.428	  1.345	 -0.300
          3.430	  0.940	 -0.320
          3.432	  0.505	 -0.340
          3.434	  0.085	 -0.345
          3.436	  0.540	 -0.345
          3.438	  0.665	 -0.335
          3.440	  0.720	 -0.325
          3.442	  0.885	 -0.315
          3.444	  0.985	 -0.310
          3.446	  1.410	 -0.315
          3.448	  1.305	 -0.320
          3.450	  0.905	 -0.330
          3.452	  0.485	 -0.340
          3.454	  0.055	 -0.350
          3.456	  0.520	 -0.355
          3.458	  0.660	 -0.355
          3.460	  0.735	 -0.355
          3.462	  0.825	 -0.360
          3.464	  0.880	 -0.360
          3.466	  1.365	 -0.365
          3.468	  1.245	 -0.375
          3.470	  0.810	 -0.380
          3.472	  0.420	 -0.385
          3.474	  0.030	 -0.380
          3.476	  0.520	 -0.375
          3.478	  0.605	 -0.365
          3.480	  0.735	 -0.355
          3.482	  0.835	 -0.345
          3.484	  0.920	 -0.340
          3.486	  1.415	 -0.335
          3.488	  1.260	 -0.330
          3.490	  0.855	 -0.325
          3.492	  0.465	 -0.320
          3.494	  0.085	 -0.310
          3.496	  0.560	 -0.300
          3.498	  0.625	 -0.290
          3.500	  0.805	 -0.285
          3.502	  0.905	 -0.285
          3.504	  0.975	 -0.290
          3.506	  1.505	 -0.295
          3.508	  1.295	 -0.305
          3.510	  0.830	 -0.315
          3.512	  0.340	 -0.320
          3.514	  0.085	 -0.320
          3.516	  0.575	 -0.320
          3.518	  0.585	 -0.315
          3.520	  0.810	 -0.310
          3.522	  0.930	 -0.305
          3.524	  0.965	 -0.310
          3.526	  1.490	 -0.315
          3.528	  1.240	 -0.320
          3.530	  0.775	 -0.325
          3.532	  0.275	 -0.330
          3.534	  0.120	 -0.335
          3.536	  0.570	 -0.340
          3.538	  0.555	 -0.345
          3.540	  0.825	 -0.350
          3.542	  0.865	 -0.360
          3.544	  0.880	 -0.370
          3.546	  1.410	 -0.385
          3.548	  1.145	 -0.400
          3.550	  0.615	 -0.405
          3.552	  0.115	 -0.405
          3.554	  0.105	 -0.400
          3.556	  0.530	 -0.390
          3.558	  0.515	 -0.375
          3.560	  0.835	 -0.365
          3.562	  0.875	 -0.360
          3.564	  0.925	 -0.360
          3.566	  1.440	 -0.360
          3.568	  1.075	 -0.365
