   Elapsed time	  ECG I	iltered
          1.746	 -0.040	 -0.015
          1.748	 -0.165	  0.000
          1.750	 -0.095	  0.010
          1.752	 -0.020	  0.020
          1.754	  0.070	  0.025
          1.756	  0.080	  0.030
          1.758	  0.110	  0.030
          1.760	  0.150	  0.040
          1.762	  0.150	  0.050
          1.764	  0.080	  0.060
          1.766	  0.065	  0.075
          1.768	 -0.035	  0.090
          1.770	  0.045	  0.100
          1.772	  0.065	  0.110
          1.774	  0.100	  0.115
          1.776	  0.125	  0.120
          1.778	  0.220	  0.120
          1.780	  0.240	  0.120
          1.782	  0.175	  0.120
          1.784	  0.150	  0.125
          1.786	  0.170	  0.135
          1.788	  0.115	  0.150
          1.790	  0.100	  0.170
          1.792	  0.110	  0.185
          1.794	  0.200	  0.200
          1.796	  0.305	  0.215
          1.798	  0.400	  0.220
          1.800	  0.310	  0.225
          1.802	  0.290	  0.230
          1.804	  0.305	  0.225
          1.806	  0.225	  0.225
          1.808	  0.160	  0.225
          1.810	  0.195	  0.225
          1.812	  0.160	  0.230
          1.814	  0.180	  0.235
          1.816	  0.250	  0.245
          1.818	  0.410	  0.255
          1.820	  0.410	  0.260
          1.822	  0.385	  0.270
          1.824	  0.400	  0.270
          1.826	  0.285	  0.270
          1.828	  0.140	  0.270
          1.830	  0.165	  0.260
          1.832	  0.210	  0.245
          1.834	  0.245	  0.230
          1.836	  0.280	  0.215
          1.838	  0.305	  0.200
          1.840	  0.390	  0.185
          1.842	  0.255	  0.175
          1.844	  0.155	  0.165
          1.846	  0.170	  0.155
          1.848	  0.115	  0.150
          1.850	  0.080	  0.140
          1.852	  0.030	  0.130
          1.854	  0.175	  0.115
          1.856	  0.180	  0.095
          1.858	  0.185	  0.080
          1.860	  0.195	  0.060
          1.862	  0.110	  0.040
          1.864	  0.085	  0.020
          1.866	  0.015	  0.005
          1.868	 -0.050	 -0.010
          1.870	 -0.060	 -0.020
          1.872	 -0.030	 -0.030
          1.874	 -0.035	 -0.040
          1.876	  0.055	 -0.050
          1.878	  0.125	 -0.055
          1.880	  0.065	 -0.060
          1.882	  0.030	 -0.060
          1.884	  0.065	 -0.060
          1.886	 -0.090	 -0.060
          1.888	 -0.095	 -0.055
          1.890	 -0.140	 -0.060
          1.892	 -0.130	 -0.065
          1.894	  0.020	 -0.070
          1.896	  0.070	 -0.080
          1.898	  0.050	 -0.095
          1.900	  0.025	 -0.105
          1.902	 -0.030	 -0.110
          1.904	 -0.070	 -0.110
          1.906	 -0.090	 -0.105
          1.908	 -0.055	 -0.095
          1.910	 -0.110	 -0.085
          1.912	 -0.080	 -0.080
          1.914	 -0.035	 -0.075
          1.916	  0.105	 -0.080
          1.918	  0.095	 -0.085
          1.920	 -0.050	 -0.095
          1.922	  0.015	 -0.105
          1.924	 -0.015	 -0.105
          1.926	 -0.135	 -0.105
          1.928	 -0.080	 -0.100
          1.930	 -0.050	 -0.085
          1.932	 -0.025	 -0.070
          1.934	 -0.020	 -0.060
          1.936	  0.110	 -0.050
          1.938	  0.075	 -0.055
          1.940	  0.080	 -0.065
          1.942	  0.010	 -0.080
          1.944	 -0.040	 -0.100
          1.946	 -0.150	 -0.120
          1.948	 -0.110	 -0.125
          1.950	 -0.090	 -0.125
          1.952	 -0.085	 -0.110
          1.954	  0.020	 -0.090
          1.956	  0.100	 -0.065
          1.958	  0.095	 -0.040
          1.960	  0.180	 -0.025
          1.962	  0.120	 -0.020
          1.964	  0.030	 -0.025
          1.966	 -0.110	 -0.040
          1.968	 -0.145	 -0.060
          1.970	 -0.060	 -0.080
          1.972	  0.015	 -0.095
          1.974	  0.025	 -0.100
          1.976	  0.115	 -0.095
          1.978	  0.140	 -0.075
          1.980	  0.130	 -0.055
          1.982	  0.065	 -0.035
          1.984	  0.020	 -0.020
          1.986	 -0.050	 -0.015
          1.988	 -0.010	 -0.020
          1.990	 -0.025	 -0.035
          1.992	  0.095	 -0.050
          1.994	  0.010	 -0.070
          1.996	  0.095	 -0.085
          1.998	  0.135	 -0.090
          2.000	  0.090	 -0.085
          2.002	  0.035	 -0.075
          2.004	  0.035	 -0.060
          2.006	 -0.045	 -0.050
          2.008	 -0.020	 -0.040
          2.010	 -0.040	 -0.040
          2.012	 -0.005	 -0.040
          2.014	  0.035	 -0.050
          2.016	  0.165	 -0.060
          2.018	  0.110	 -0.065
          2.020	  0.115	 -0.065
          2.022	  0.100	 -0.055
          2.024	  0.115	 -0.040
          2.026	 -0.015	 -0.030
          2.028	  0.050	 -0.015
          2.030	 -0.005	 -0.010
          2.032	  0.030	 -0.010
          2.034	  0.060	 -0.015
          2.036	  0.180	 -0.030
          2.038	  0.200	 -0.045
          2.040	  0.100	 -0.055
          2.042	  0.050	 -0.065
          2.044	  0.035	 -0.065
          2.046	 -0.100	 -0.065
          2.048	 -0.010	 -0.060
          2.050	  0.015	 -0.050
          2.052	  0.165	 -0.045
          2.054	  0.085	 -0.040
          2.056	  0.140	 -0.045
          2.058	  0.090	 -0.045
          2.060	  0.160	 -0.050
          2.062	  0.090	 -0.050
          2.064	  0.000	 -0.050
          2.066	 -0.065	 -0.045
          2.068	 -0.025	 -0.035
          2.070	  0.075	 -0.030
          2.072	  0.120	 -0.020
          2.074	  0.125	 -0.010
          2.076	  0.220	 -0.010
          2.078	  0.215	 -0.010
          2.080	  0.155	 -0.015
          2.082	  0.095	 -0.020
          2.084	  0.020	 -0.025
          2.086	 -0.005	 -0.030
          2.088	  0.035	 -0.030
          2.090	  0.135	 -0.035
          2.092	  0.095	 -0.040
          2.094	  0.060	 -0.040
          2.096	  0.200	 -0.045
          2.098	  0.160	 -0.050
          2.100	  0.080	 -0.055
          2.102	  0.060	 -0.055
          2.104	  0.010	 -0.060
          2.106	 -0.030	 -0.055
          2.108	 -0.050	 -0.055
          2.110	  0.030	 -0.050
          2.112	  0.140	 -0.045
          2.114	  0.175	 -0.040
          2.116	  0.200	 -0.035
          2.118	  0.200	 -0.035
          2.120	  0.165	 -0.035
          2.122	  0.080	 -0.040
          2.124	 -0.050	 -0.040
          2.126	  0.015	 -0.040
          2.128	  0.010	 -0.040
          2.130	  0.020	 -0.040
          2.132	  0.130	 -0.035
          2.134	  0.170	 -0.035
          2.136	  0.200	 -0.030
          2.138	  0.215	 -0.030
          2.140	  0.175	 -0.035
          2.142	  0.080	 -0.035
          2.144	 -0.005	 -0.045
          2.146	 -0.060	 -0.050
          2.148	 -0.035	 -0.055
          2.150	  0.020	 -0.065
          2.152	  0.125	 -0.070
          2.154	  0.150	 -0.070
          2.156	  0.225	 -0.065
          2.158	  0.280	 -0.060
          2.160	  0.110	 -0.055
          2.162	  0.030	 -0.045
          2.164	  0.070	 -0.035
          2.166	  0.030	 -0.030
          2.168	  0.025	 -0.025
          2.170	  0.045	 -0.025
          2.172	  0.155	 -0.030
          2.174	  0.160	 -0.035
          2.176	  0.230	 -0.040
          2.178	  0.265	 -0.045
          2.180	  0.145	 -0.045
          2.182	  0.110	 -0.040
          2.184	  0.045	 -0.035
          2.186	  0.025	 -0.030
          2.188	  0.120	 -0.015
          2.190	  0.085	 -0.005
          2.192	  0.160	  0.005
          2.194	  0.265	  0.015
          2.196	  0.270	  0.020
          2.198	  0.245	  0.025
          2.200	  0.225	  0.025
          2.202	  0.170	  0.025
          2.204	  0.065	  0.025
          2.206	  0.105	  0.020
          2.208	  0.105	  0.015
          2.210	  0.190	  0.010
          2.212	  0.130	  0.010
          2.214	  0.245	  0.005
          2.216	  0.300	  0.000
          2.218	  0.210	  0.000
          2.220	  0.160	  0.000
          2.222	  0.225	  0.000
          2.224	  0.080	  0.000
          2.226	  0.035	 -0.005
          2.228	  0.035	 -0.010
          2.230	  0.045	 -0.015
          2.232	  0.095	 -0.025
          2.234	  0.225	 -0.035
          2.236	  0.260	 -0.050
          2.238	  0.195	 -0.060
          2.240	  0.175	 -0.065
          2.242	  0.130	 -0.065
          2.244	  0.030	 -0.065
          2.246	  0.035	 -0.060
          2.248	 -0.035	 -0.055
          2.250	  0.025	 -0.050
          2.252	  0.170	 -0.050
          2.254	  0.195	 -0.055
          2.256	  0.215	 -0.060
          2.258	  0.190	 -0.065
          2.260	  0.135	 -0.070
          2.262	  0.085	 -0.075
          2.264	 -0.030	 -0.080
          2.266	  0.005	 -0.075
          2.268	  0.025	 -0.070
          2.270	  0.075	 -0.065
          2.272	  0.135	 -0.055
          2.274	  0.230	 -0.050
          2.276	  0.290	 -0.050
          2.278	  0.195	 -0.050
          2.280	  0.110	 -0.060
          2.282	  0.035	 -0.070
          2.284	 -0.015	 -0.085
          2.286	  0.000	 -0.100
          2.288	  0.000	 -0.110
          2.290	  0.060	 -0.115
          2.292	  0.145	 -0.115
          2.294	  0.205	 -0.110
          2.296	  0.150	 -0.095
          2.298	  0.145	 -0.080
          2.300	  0.180	 -0.065
          2.302	  0.105	 -0.050
          2.304	 -0.020	 -0.040
          2.306	  0.050	 -0.035
          2.308	  0.045	 -0.040
          2.310	  0.105	 -0.055
          2.312	  0.160	 -0.065
          2.314	  0.245	 -0.080
          2.316	  0.170	 -0.095
          2.318	  0.095	 -0.100
          2.320	  0.105	 -0.100
          2.322	  0.085	 -0.100
          2.324	 -0.025	 -0.100
          2.326	  0.030	 -0.095
          2.328	  0.015	 -0.095
          2.330	  0.055	 -0.095
          2.332	  0.090	 -0.095
          2.334	  0.160	 -0.090
          2.336	  0.190	 -0.080
          2.338	  0.205	 -0.055
          2.340	  0.145	 -0.020
          2.342	  0.190	  0.035
          2.344	  0.230	  0.105
          2.346	  0.315	  0.190
          2.348	  0.440	  0.280
          2.350	  0.635	  0.380
          2.352	  0.690	  0.480
          2.354	  0.835	  0.575
          2.356	  0.925	  0.655
          2.358	  1.050	  0.715
          2.360	  1.040	  0.750
          2.362	  0.945	  0.760
          2.364	  0.880	  0.735
          2.366	  0.760	  0.680
          2.368	  0.715	  0.590
          2.370	  0.685	  0.480
          2.372	  0.530	  0.360
          2.374	  0.480	  0.230
          2.376	  0.365	  0.110
          2.378	  0.150	  0.005
          2.380	  0.060	 -0.080
          2.382	  0.030	 -0.130
          2.384	  0.040	 -0.160
          2.386	 -0.050	 -0.160
          2.388	  0.025	 -0.145
          2.390	  0.055	 -0.125
          2.392	  0.120	 -0.100
          2.394	  0.155	 -0.075
          2.396	  0.235	 -0.055
          2.398	  0.240	 -0.045
          2.400	  0.140	 -0.040
          2.402	  0.140	 -0.040
          2.404	  0.085	 -0.040
          2.406	  0.100	 -0.045
          2.408	  0.140	 -0.050
          2.410	  0.125	 -0.055
          2.412	  0.095	 -0.055
          2.414	  0.205	 -0.060
          2.416	  0.210	 -0.065
          2.418	  0.140	 -0.070
          2.420	  0.130	 -0.075
          2.422	  0.125	 -0.070
          2.424	  0.060	 -0.070
          2.426	  0.055	 -0.060
          2.428	  0.155	 -0.055
          2.430	  0.195	 -0.050
          2.432	  0.170	 -0.045
          2.434	  0.250	 -0.040
          2.436	  0.200	 -0.040
          2.438	  0.140	 -0.045
          2.440	  0.095	 -0.045
          2.442	  0.060	 -0.050
          2.444	  0.090	 -0.045
          2.446	  0.100	 -0.045
          2.448	  0.150	 -0.035
          2.450	  0.225	 -0.025
          2.452	  0.270	 -0.015
          2.454	  0.330	 -0.010
          2.456	  0.365	 -0.005
          2.458	  0.185	 -0.005
          2.460	  0.060	 -0.010
          2.462	  0.060	 -0.015
          2.464	  0.140	 -0.025
          2.466	  0.080	 -0.035
          2.468	  0.170	 -0.040
          2.470	  0.165	 -0.040
          2.472	  0.260	 -0.035
          2.474	  0.290	 -0.025
          2.476	  0.310	 -0.010
          2.478	  0.270	  0.000
          2.480	  0.175	  0.010
          2.482	  0.130	  0.010
          2.484	  0.080	  0.010
          2.486	  0.100	  0.005
          2.488	  0.155	  0.000
          2.490	  0.170	 -0.010
          2.492	  0.270	 -0.015
          2.494	  0.310	 -0.015
          2.496	  0.310	 -0.010
          2.498	  0.280	  0.000
          2.500	  0.220	  0.015
          2.502	  0.130	  0.030
          2.504	  0.115	  0.040
          2.506	  0.185	  0.045
          2.508	  0.230	  0.045
          2.510	  0.255	  0.040
          2.512	  0.340	  0.035
          2.514	  0.315	  0.030
          2.516	  0.325	  0.030
          2.518	  0.260	  0.040
          2.520	  0.205	  0.050
          2.522	  0.145	  0.070
          2.524	  0.240	  0.085
          2.526	  0.240	  0.105
          2.528	  0.265	  0.115
          2.530	  0.295	  0.120
          2.532	  0.400	  0.120
          2.534	  0.395	  0.115
          2.536	  0.350	  0.110
          2.538	  0.315	  0.110
          2.540	  0.360	  0.115
          2.542	  0.250	  0.125
          2.544	  0.255	  0.145
          2.546	  0.235	  0.165
          2.548	  0.350	  0.185
          2.550	  0.405	  0.195
          2.552	  0.550	  0.200
          2.554	  0.475	  0.200
          2.556	  0.440	  0.190
          2.558	  0.410	  0.185
          2.560	  0.395	  0.180
          2.562	  0.290	  0.180
          2.564	  0.295	  0.185
          2.566	  0.345	  0.200
          2.568	  0.390	  0.220
          2.570	  0.415	  0.235
          2.572	  0.575	  0.250
          2.574	  0.580	  0.255
          2.576	  0.555	  0.255
          2.578	  0.400	  0.255
          2.580	  0.335	  0.250
          2.582	  0.355	  0.250
          2.584	  0.340	  0.250
          2.586	  0.395	  0.255
          2.588	  0.515	  0.265
          2.590	  0.565	  0.275
          2.592	  0.575	  0.285
          2.594	  0.550	  0.285
          2.596	  0.480	  0.275
          2.598	  0.435	  0.260
          2.600	  0.435	  0.240
          2.602	  0.270	  0.220
          2.604	  0.335	  0.205
          2.606	  0.375	  0.195
          2.608	  0.375	  0.190
          2.610	  0.440	  0.190
          2.612	  0.460	  0.190
          2.614	  0.560	  0.190
          2.616	  0.425	  0.190
          2.618	  0.335	  0.175
          2.620	  0.310	  0.160
          2.622	  0.205	  0.140
          2.624	  0.255	  0.120
          2.626	  0.230	  0.105
          2.628	  0.285	  0.095
          2.630	  0.370	  0.090
          2.632	  0.455	  0.095
          2.634	  0.380	  0.100
          2.636	  0.385	  0.105
          2.638	  0.285	  0.100
          2.640	  0.185	  0.090
          2.642	  0.095	  0.070
          2.644	  0.140	  0.050
          2.646	  0.180	  0.025
          2.648	  0.190	  0.005
          2.650	  0.230	 -0.005
          2.652	  0.315	 -0.010
          2.654	  0.300	 -0.005
          2.656	  0.235	  0.005
          2.658	  0.180	  0.015
          2.660	  0.200	  0.025
          2.662	  0.120	  0.025
          2.664	  0.120	  0.015
          2.666	  0.125	  0.000
          2.668	  0.140	 -0.025
          2.670	  0.160	 -0.050
          2.672	  0.180	 -0.080
          2.674	  0.235	 -0.100
          2.676	  0.115	 -0.120
          2.678	  0.055	 -0.130
          2.680	 -0.035	 -0.135
          2.682	 -0.045	 -0.135
          2.684	  0.010	 -0.130
          2.686	  0.035	 -0.125
          2.688	  0.080	 -0.120
          2.690	  0.125	 -0.115
          2.692	  0.175	 -0.115
          2.694	  0.205	 -0.115
          2.696	  0.145	 -0.115
          2.698	  0.065	 -0.115
          2.700	  0.015	 -0.120
          2.702	 -0.050	 -0.120
          2.704	 -0.065	 -0.120
          2.706	  0.030	 -0.120
          2.708	  0.095	 -0.115
          2.710	  0.115	 -0.110
          2.712	  0.160	 -0.100
          2.714	  0.275	 -0.090
          2.716	  0.185	 -0.080
          2.718	  0.110	 -0.070
          2.720	  0.010	 -0.060
          2.722	  0.065	 -0.050
          2.724	  0.020	 -0.045
          2.726	  0.120	 -0.045
          2.728	  0.145	 -0.045
          2.730	  0.225	 -0.050
          2.732	  0.265	 -0.055
          2.734	  0.225	 -0.060
          2.736	  0.130	 -0.065
          2.738	  0.115	 -0.070
          2.740	  0.045	 -0.070
          2.742	 -0.005	 -0.075
          2.744	  0.030	 -0.075
          2.746	  0.060	 -0.070
          2.748	  0.125	 -0.065
          2.750	  0.180	 -0.060
          2.752	  0.235	 -0.050
          2.754	  0.250	 -0.045
          2.756	  0.205	 -0.035
          2.758	  0.220	 -0.025
          2.760	  0.200	 -0.025
          2.762	  0.075	 -0.025
          2.764	  0.005	 -0.030
          2.766	  0.040	 -0.040
          2.768	  0.120	 -0.050
          2.770	  0.195	 -0.060
          2.772	  0.245	 -0.070
          2.774	  0.275	 -0.070
          2.776	  0.150	 -0.065
          2.778	  0.140	 -0.050
          2.780	  0.120	 -0.035
          2.782	  0.065	 -0.015
          2.784	  0.090	  0.005
          2.786	  0.180	  0.025
          2.788	  0.270	  0.035
          2.790	  0.330	  0.040
          2.792	  0.370	  0.040
          2.794	  0.300	  0.030
          2.796	  0.220	  0.020
          2.798	  0.175	  0.010
          2.800	  0.110	 -0.005
          2.802	  0.045	 -0.015
          2.804	  0.065	 -0.025
          2.806	  0.135	 -0.030
          2.808	  0.180	 -0.030
          2.810	  0.295	 -0.030
          2.812	  0.285	 -0.030
          2.814	  0.265	 -0.025
          2.816	  0.185	 -0.020
          2.818	  0.150	 -0.015
          2.820	  0.065	 -0.005
          2.822	  0.065	  0.000
          2.824	  0.140	  0.000
          2.826	  0.180	  0.005
          2.828	  0.255	  0.000
          2.830	  0.295	  0.000
          2.832	  0.230	 -0.005
          2.834	  0.285	 -0.015
          2.836	  0.175	 -0.020
          2.838	  0.170	 -0.025
          2.840	  0.000	 -0.030
          2.842	  0.040	 -0.035
          2.844	  0.125	 -0.035
          2.846	  0.180	 -0.035
          2.848	  0.150	 -0.030
          2.850	  0.265	 -0.030
          2.852	  0.250	 -0.025
          2.854	  0.225	 -0.025
          2.856	  0.200	 -0.020
          2.858	  0.190	 -0.020
          2.860	  0.090	 -0.020
          2.862	  0.080	 -0.020
          2.864	  0.135	 -0.020
          2.866	  0.130	 -0.020
          2.868	  0.205	 -0.020
          2.870	  0.265	 -0.020
          2.872	  0.260	 -0.025
          2.874	  0.240	 -0.030
          2.876	  0.170	 -0.035
          2.878	  0.135	 -0.035
          2.880	  0.045	 -0.040
          2.882	  0.060	 -0.045
          2.884	  0.035	 -0.045
          2.886	  0.120	 -0.045
          2.888	  0.210	 -0.040
          2.890	  0.295	 -0.040
          2.892	  0.295	 -0.035
          2.894	  0.260	 -0.030
          2.896	  0.125	 -0.025
          2.898	  0.105	 -0.025
          2.900	  0.050	 -0.025
          2.902	  0.040	 -0.035
          2.904	  0.110	 -0.040
          2.906	  0.160	 -0.050
          2.908	  0.125	 -0.060
          2.910	  0.245	 -0.065
          2.912	  0.215	 -0.070
          2.914	  0.180	 -0.065
          2.916	  0.145	 -0.050
          2.918	  0.150	 -0.040
          2.920	  0.055	 -0.020
          2.922	  0.115	 -0.005
          2.924	  0.095	  0.005
          2.926	  0.180	  0.005
          2.928	  0.265	  0.005
          2.930	  0.295	 -0.005
          2.932	  0.315	 -0.020
          2.934	  0.185	 -0.030
          2.936	  0.145	 -0.045
          2.938	  0.095	 -0.050
          2.940	  0.030	 -0.050
          2.942	  0.050	 -0.045
          2.944	  0.090	 -0.040
          2.946	  0.215	 -0.030
          2.948	  0.200	 -0.020
          2.950	  0.285	 -0.015
          2.952	  0.290	 -0.015
          2.954	  0.205	 -0.015
          2.956	  0.155	 -0.020
          2.958	  0.125	 -0.025
          2.960	  0.110	 -0.025
          2.962	  0.125	 -0.025
          2.964	  0.080	 -0.025
          2.966	  0.115	 -0.025
          2.968	  0.205	 -0.025
          2.970	  0.300	 -0.025
          2.972	  0.215	 -0.025
          2.974	  0.165	 -0.030
          2.976	  0.165	 -0.035
          2.978	  0.130	 -0.035
          2.980	  0.060	 -0.030
          2.982	  0.085	 -0.020
          2.984	  0.165	 -0.005
          2.986	  0.265	  0.010
          2.988	  0.230	  0.030
          2.990	  0.290	  0.045
          2.992	  0.300	  0.060
          2.994	  0.395	  0.065
          2.996	  0.245	  0.065
          2.998	  0.205	  0.060
          3.000	  0.130	  0.050
          3.002	  0.140	  0.035
          3.004	  0.150	  0.025
          3.006	  0.180	  0.015
          3.008	  0.220	  0.015
          3.010	  0.290	  0.015
          3.012	  0.295	  0.015
          3.014	  0.290	  0.020
          3.016	  0.175	  0.025
          3.018	  0.195	  0.025
          3.020	  0.140	  0.025
          3.022	  0.085	  0.015
          3.024	  0.135	  0.005
          3.026	  0.185	 -0.010
          3.028	  0.195	 -0.025
          3.030	  0.200	 -0.035
          3.032	  0.180	 -0.045
          3.034	  0.200	 -0.050
          3.036	  0.115	 -0.055
          3.038	  0.115	 -0.055
          3.040	  0.060	 -0.050
          3.042	  0.025	 -0.050
          3.044	  0.075	 -0.050
          3.046	  0.130	 -0.050
          3.048	  0.175	 -0.055
          3.050	  0.235	 -0.065
          3.052	  0.170	 -0.075
          3.054	  0.150	 -0.080
          3.056	  0.095	 -0.090
          3.058	  0.055	 -0.090
          3.060	  0.040	 -0.090
          3.062	 -0.025	 -0.090
          3.064	  0.030	 -0.085
          3.066	  0.130	 -0.075
          3.068	  0.180	 -0.070
          3.070	  0.215	 -0.070
          3.072	  0.165	 -0.070
          3.074	  0.180	 -0.070
          3.076	  0.095	 -0.075
          3.078	 -0.010	 -0.085
          3.080	  0.015	 -0.085
          3.082	  0.030	 -0.090
          3.084	  0.095	 -0.085
          3.086	  0.110	 -0.080
          3.088	  0.135	 -0.075
          3.090	  0.130	 -0.065
          3.092	  0.220	 -0.060
          3.094	  0.155	 -0.055
          3.096	  0.170	 -0.055
          3.098	  0.035	 -0.060
          3.100	  0.030	 -0.065
          3.102	  0.025	 -0.070
          3.104	  0.075	 -0.080
          3.106	  0.055	 -0.085
          3.108	  0.190	 -0.095
          3.110	  0.220	 -0.100
          3.112	  0.175	 -0.110
          3.114	  0.070	 -0.120
          3.116	 -0.030	 -0.130
          3.118	 -0.110	 -0.140
          3.120	 -0.065	 -0.145
          3.122	 -0.050	 -0.155
          3.124	 -0.020	 -0.155
          3.126	 -0.015	 -0.150
          3.128	  0.155	 -0.135
          3.130	  0.185	 -0.105
          3.132	  0.270	 -0.060
          3.134	  0.225	  0.000
          3.136	  0.255	  0.075
          3.138	  0.230	  0.165
          3.140	  0.325	  0.265
          3.142	  0.460	  0.370
          3.144	  0.595	  0.475
          3.146	  0.825	  0.570
          3.148	  1.030	  0.655
          3.150	  1.090	  0.715
          3.152	  1.080	  0.750
          3.154	  0.920	  0.755
          3.156	  0.880	  0.725
          3.158	  0.735	  0.665
          3.160	  0.640	  0.580
          3.162	  0.565	  0.470
          3.164	  0.545	  0.350
          3.166	  0.400	  0.230
          3.168	  0.320	  0.115
          3.170	  0.175	  0.015
          3.172	  0.125	 -0.065
          3.174	  0.090	 -0.115
          3.176	  0.035	 -0.140
          3.178	 -0.030	 -0.140
          3.180	 -0.050	 -0.125
          3.182	 -0.060	 -0.100
          3.184	  0.095	 -0.070
          3.186	  0.180	 -0.045
          3.188	  0.275	 -0.025
          3.190	  0.260	 -0.015
          3.192	  0.240	 -0.015
          3.194	  0.160	 -0.025
          3.196	  0.090	 -0.040
          3.198	 -0.020	 -0.055
          3.200	  0.050	 -0.065
          3.202	  0.020	 -0.070
          3.204	  0.085	 -0.075
          3.206	  0.105	 -0.070
          3.208	  0.220	 -0.065
          3.210	  0.265	 -0.060
          3.212	  0.255	 -0.055
          3.214	  0.120	 -0.050
          3.216	  0.110	 -0.050
          3.218	 -0.040	 -0.055
          3.220	  0.005	 -0.055
          3.222	  0.070	 -0.060
          3.224	  0.155	 -0.060
          3.226	  0.130	 -0.060
          3.228	  0.215	 -0.060
          3.230	  0.225	 -0.050
          3.232	  0.180	 -0.045
          3.234	  0.100	 -0.035
          3.236	  0.080	 -0.030
          3.238	  0.015	 -0.025
          3.240	  0.085	 -0.020
          3.242	  0.165	 -0.020
          3.244	  0.150	 -0.015
          3.246	  0.160	 -0.010
          3.248	  0.285	 -0.005
          3.250	  0.300	  0.000
          3.252	  0.245	  0.005
          3.254	  0.160	  0.005
          3.256	  0.115	  0.000
          3.258	  0.015	 -0.005
          3.260	  0.055	 -0.020
          3.262	  0.125	 -0.030
          3.264	  0.170	 -0.045
          3.266	  0.145	 -0.055
          3.268	  0.210	 -0.055
          3.270	  0.215	 -0.055
          3.272	  0.220	 -0.045
          3.274	  0.130	 -0.030
          3.276	  0.115	 -0.015
          3.278	  0.025	 -0.005
          3.280	  0.070	  0.005
          3.282	  0.110	  0.005
          3.284	  0.215	  0.005
          3.286	  0.220	  0.005
          3.288	  0.315	  0.000
          3.290	  0.245	  0.000
          3.292	  0.230	  0.000
          3.294	  0.170	  0.005
          3.296	  0.160	  0.010
          3.298	  0.100	  0.015
          3.300	  0.055	  0.025
          3.302	  0.130	  0.030
          3.304	  0.245	  0.030
          3.306	  0.245	  0.035
          3.308	  0.315	  0.040
          3.310	  0.295	  0.045
          3.312	  0.270	  0.060
          3.314	  0.250	  0.075
          3.316	  0.290	  0.090
          3.318	  0.235	  0.105
          3.320	  0.150	  0.120
          3.322	  0.185	  0.130
          3.324	  0.270	  0.135
          3.326	  0.340	  0.130
          3.328	  0.455	  0.130
          3.330	  0.425	  0.125
          3.332	  0.330	  0.125
          3.334	  0.310	  0.130
          3.336	  0.275	  0.140
          3.338	  0.200	  0.150
          3.340	  0.180	  0.165
          3.342	  0.290	  0.175
          3.344	  0.360	  0.185
          3.346	  0.435	  0.190
          3.348	  0.465	  0.195
          3.350	  0.475	  0.195
          3.352	  0.455	  0.200
          3.354	  0.400	  0.210
          3.356	  0.300	  0.220
          3.358	  0.315	  0.235
          3.360	  0.335	  0.250
          3.362	  0.410	  0.270
          3.364	  0.480	  0.280
          3.366	  0.510	  0.290
          3.368	  0.530	  0.295
          3.370	  0.560	  0.300
          3.372	  0.570	  0.300
          3.374	  0.485	  0.300
          3.376	  0.340	  0.300
          3.378	  0.340	  0.305
          3.380	  0.425	  0.310
          3.382	  0.420	  0.315
          3.384	  0.465	  0.320
          3.386	  0.620	  0.320
          3.388	  0.575	  0.320
          3.390	  0.560	  0.310
          3.392	  0.535	  0.300
          3.394	  0.375	  0.285
          3.396	  0.310	  0.270
          3.398	  0.380	  0.260
          3.400	  0.345	  0.245
          3.402	  0.345	  0.235
          3.404	  0.400	  0.225
          3.406	  0.450	  0.215
          3.408	  0.460	  0.200
          3.410	  0.400	  0.185
          3.412	  0.350	  0.170
          3.414	  0.280	  0.155
          3.416	  0.225	  0.140
          3.418	  0.140	  0.125
          3.420	  0.200	  0.115
          3.422	  0.235	  0.105
          3.424	  0.285	  0.100
          3.426	  0.405	  0.090
          3.428	  0.330	  0.085
          3.430	  0.300	  0.075
          3.432	  0.270	  0.065
          3.434	  0.190	  0.050
          3.436	  0.060	  0.035
          3.438	  0.080	  0.020
          3.440	  0.130	  0.000
          3.442	  0.145	 -0.015
          3.444	  0.135	 -0.035
          3.446	  0.240	 -0.045
          3.448	  0.185	 -0.055
          3.450	  0.170	 -0.060
          3.452	  0.135	 -0.060
          3.454	  0.115	 -0.060
          3.456	  0.020	 -0.055
          3.458	  0.055	 -0.045
          3.460	  0.065	 -0.045
          3.462	  0.100	 -0.045
          3.464	  0.100	 -0.050
          3.466	  0.235	 -0.060
          3.468	  0.135	 -0.075
          3.470	  0.155	 -0.090
          3.472	  0.140	 -0.105
          3.474	  0.015	 -0.115
          3.476	 -0.080	 -0.120
          3.478	 -0.025	 -0.115
          3.480	  0.025	 -0.110
          3.482	  0.050	 -0.100
          3.484	  0.090	 -0.090
          3.486	  0.180	 -0.080
          3.488	  0.170	 -0.075
          3.490	  0.190	 -0.075
          3.492	  0.105	 -0.080
          3.494	  0.040	 -0.085
          3.496	 -0.035	 -0.090
          3.498	 -0.015	 -0.095
          3.500	  0.005	 -0.095
          3.502	  0.055	 -0.090
          3.504	  0.090	 -0.085
          3.506	  0.130	 -0.080
          3.508	  0.200	 -0.080
          3.510	  0.165	 -0.075
          3.512	  0.140	 -0.075
          3.514	  0.050	 -0.080
          3.516	  0.015	 -0.085
          3.518	  0.035	 -0.090
          3.520	 -0.020	 -0.090
