   Elapsed time	  ECG I	iltered
          1.700	  0.005	  0.150
          1.702	  0.070	  0.155
          1.704	  0.030	  0.160
          1.706	  0.120	  0.165
          1.708	  0.185	  0.170
          1.710	  0.285	  0.175
          1.712	  0.285	  0.180
          1.714	  0.270	  0.185
          1.716	  0.075	  0.185
          1.718	  0.130	  0.185
          1.720	 -0.040	  0.185
          1.722	 -0.040	  0.185
          1.724	  0.155	  0.185
          1.726	  0.150	  0.185
          1.728	  0.185	  0.180
          1.730	  0.315	  0.170
          1.732	  0.245	  0.160
          1.734	  0.090	  0.145
          1.736	  0.045	  0.125
          1.738	  0.010	  0.105
          1.740	 -0.065	  0.085
          1.742	 -0.085	  0.065
          1.744	 -0.085	  0.050
          1.746	 -0.005	  0.040
          1.748	  0.070	  0.035
          1.750	  0.160	  0.035
          1.752	  0.135	  0.035
          1.754	  0.000	  0.040
          1.756	  0.005	  0.040
          1.758	 -0.095	  0.040
          1.760	 -0.135	  0.035
          1.762	 -0.145	  0.030
          1.764	 -0.045	  0.020
          1.766	 -0.045	  0.010
          1.768	 -0.010	  0.000
          1.770	  0.140	 -0.010
          1.772	  0.120	 -0.015
          1.774	 -0.150	 -0.020
          1.776	 -0.070	 -0.020
          1.778	 -0.205	 -0.020
          1.780	 -0.120	 -0.025
          1.782	 -0.110	 -0.025
          1.784	 -0.180	 -0.035
          1.786	 -0.125	 -0.040
          1.788	  0.020	 -0.050
          1.790	 -0.010	 -0.060
          1.792	 -0.050	 -0.065
          1.794	 -0.095	 -0.070
          1.796	 -0.075	 -0.070
          1.798	 -0.250	 -0.065
          1.800	 -0.180	 -0.060
          1.802	 -0.125	 -0.050
          1.804	 -0.170	 -0.040
          1.806	 -0.020	 -0.035
          1.808	  0.080	 -0.035
          1.810	 -0.025	 -0.040
          1.812	 -0.090	 -0.045
          1.814	 -0.040	 -0.055
          1.816	 -0.045	 -0.065
          1.818	 -0.235	 -0.075
          1.820	 -0.220	 -0.080
          1.822	 -0.185	 -0.080
          1.824	 -0.115	 -0.080
          1.826	 -0.165	 -0.070
          1.828	  0.005	 -0.065
          1.830	  0.085	 -0.055
          1.832	 -0.020	 -0.050
          1.834	 -0.095	 -0.040
          1.836	 -0.095	 -0.035
          1.838	 -0.225	 -0.030
          1.840	 -0.160	 -0.025
          1.842	 -0.165	 -0.020
          1.844	 -0.100	 -0.020
          1.846	  0.020	 -0.020
          1.848	  0.075	 -0.025
          1.850	  0.060	 -0.035
          1.852	 -0.040	 -0.050
          1.854	 -0.155	 -0.065
          1.856	 -0.160	 -0.080
          1.858	 -0.285	 -0.095
          1.860	 -0.280	 -0.105
          1.862	 -0.210	 -0.105
          1.864	 -0.020	 -0.095
          1.866	 -0.080	 -0.080
          1.868	 -0.025	 -0.060
          1.870	  0.075	 -0.040
          1.872	  0.015	 -0.020
          1.874	 -0.115	 -0.010
          1.876	 -0.085	 -0.005
          1.878	 -0.205	 -0.015
          1.880	 -0.165	 -0.025
          1.882	 -0.135	 -0.040
          1.884	 -0.105	 -0.055
          1.886	 -0.070	 -0.065
          1.888	 -0.010	 -0.070
          1.890	 -0.010	 -0.065
          1.892	  0.020	 -0.055
          1.894	 -0.030	 -0.045
          1.896	 -0.130	 -0.035
          1.898	 -0.125	 -0.030
          1.900	 -0.245	 -0.035
          1.902	 -0.175	 -0.040
          1.904	 -0.085	 -0.050
          1.906	 -0.075	 -0.060
          1.908	 -0.005	 -0.065
          1.910	  0.055	 -0.065
          1.912	  0.110	 -0.065
          1.914	 -0.170	 -0.055
          1.916	 -0.160	 -0.045
          1.918	 -0.230	 -0.040
          1.920	 -0.140	 -0.040
          1.922	 -0.025	 -0.045
          1.924	 -0.140	 -0.055
          1.926	 -0.175	 -0.070
          1.928	  0.055	 -0.080
          1.930	 -0.065	 -0.090
          1.932	 -0.050	 -0.090
          1.934	 -0.215	 -0.090
          1.936	 -0.105	 -0.080
          1.938	 -0.175	 -0.070
          1.940	 -0.250	 -0.055
          1.942	 -0.105	 -0.045
          1.944	 -0.105	 -0.040
          1.946	 -0.135	 -0.040
          1.948	  0.045	 -0.045
          1.950	  0.020	 -0.050
          1.952	 -0.055	 -0.060
          1.954	 -0.050	 -0.065
          1.956	 -0.135	 -0.070
          1.958	 -0.300	 -0.075
          1.960	 -0.230	 -0.075
          1.962	 -0.160	 -0.075
          1.964	 -0.090	 -0.070
          1.966	 -0.105	 -0.070
          1.968	  0.015	 -0.070
          1.970	  0.045	 -0.065
          1.972	 -0.020	 -0.065
          1.974	 -0.120	 -0.065
          1.976	 -0.230	 -0.065
          1.978	 -0.310	 -0.065
          1.980	 -0.215	 -0.070
          1.982	 -0.055	 -0.070
          1.984	 -0.155	 -0.075
          1.986	 -0.035	 -0.075
          1.988	  0.035	 -0.075
          1.990	 -0.010	 -0.075
          1.992	 -0.015	 -0.070
          1.994	 -0.050	 -0.065
          1.996	 -0.175	 -0.060
          1.998	 -0.360	 -0.055
          2.000	 -0.255	 -0.055
          2.002	 -0.095	 -0.055
          2.004	 -0.060	 -0.060
          2.006	 -0.055	 -0.065
          2.008	  0.045	 -0.070
          2.010	  0.075	 -0.080
          2.012	 -0.095	 -0.085
          2.014	 -0.110	 -0.090
          2.016	 -0.280	 -0.090
          2.018	 -0.265	 -0.090
          2.020	 -0.255	 -0.090
          2.022	 -0.125	 -0.085
          2.024	 -0.120	 -0.080
          2.026	 -0.020	 -0.080
          2.028	  0.075	 -0.080
          2.030	  0.020	 -0.075
          2.032	 -0.215	 -0.075
          2.034	 -0.045	 -0.070
          2.036	 -0.200	 -0.070
          2.038	 -0.275	 -0.065
          2.040	 -0.230	 -0.060
          2.042	 -0.140	 -0.055
          2.044	 -0.110	 -0.050
          2.046	  0.055	 -0.045
          2.048	  0.105	 -0.045
          2.050	  0.020	 -0.045
          2.052	 -0.140	 -0.045
          2.054	 -0.050	 -0.045
          2.056	 -0.105	 -0.050
          2.058	 -0.255	 -0.060
          2.060	 -0.335	 -0.070
          2.062	 -0.185	 -0.080
          2.064	 -0.120	 -0.090
          2.066	 -0.040	 -0.095
          2.068	  0.020	 -0.095
          2.070	  0.060	 -0.090
          2.072	 -0.035	 -0.080
          2.074	 -0.135	 -0.060
          2.076	 -0.215	 -0.040
          2.078	 -0.180	 -0.020
          2.080	 -0.155	  0.000
          2.082	 -0.030	  0.015
          2.084	  0.075	  0.020
          2.086	  0.050	  0.020
          2.088	  0.125	  0.010
          2.090	  0.090	  0.000
          2.092	 -0.040	 -0.015
          2.094	 -0.085	 -0.030
          2.096	 -0.260	 -0.035
          2.098	 -0.260	 -0.040
          2.100	 -0.125	 -0.040
          2.102	 -0.120	 -0.040
          2.104	 -0.105	 -0.040
          2.106	  0.090	 -0.040
          2.108	  0.145	 -0.045
          2.110	 -0.030	 -0.055
          2.112	 -0.085	 -0.065
          2.114	 -0.045	 -0.080
          2.116	 -0.315	 -0.090
          2.118	 -0.330	 -0.095
          2.120	 -0.370	 -0.100
          2.122	 -0.095	 -0.095
          2.124	  0.015	 -0.085
          2.126	  0.055	 -0.075
          2.128	 -0.045	 -0.065
          2.130	  0.010	 -0.055
          2.132	 -0.015	 -0.050
          2.134	 -0.195	 -0.050
          2.136	 -0.295	 -0.050
          2.138	 -0.125	 -0.050
          2.140	 -0.180	 -0.050
          2.142	 -0.090	 -0.055
          2.144	 -0.095	 -0.060
          2.146	 -0.040	 -0.065
          2.148	 -0.030	 -0.070
          2.150	  0.040	 -0.080
          2.152	 -0.125	 -0.095
          2.154	 -0.225	 -0.105
          2.156	 -0.295	 -0.115
          2.158	 -0.270	 -0.110
          2.160	 -0.245	 -0.095
          2.162	 -0.105	 -0.065
          2.164	 -0.065	 -0.015
          2.166	  0.125	  0.055
          2.168	  0.130	  0.135
          2.170	  0.260	  0.230
          2.172	  0.350	  0.325
          2.174	  0.410	  0.420
          2.176	  0.485	  0.505
          2.178	  0.530	  0.575
          2.180	  0.520	  0.630
          2.182	  0.475	  0.665
          2.184	  0.520	  0.680
          2.186	  0.760	  0.670
          2.188	  0.720	  0.630
          2.190	  0.690	  0.565
          2.192	  0.490	  0.475
          2.194	  0.405	  0.370
          2.196	  0.100	  0.255
          2.198	 -0.090	  0.135
          2.200	 -0.200	  0.030
          2.202	 -0.265	 -0.060
          2.204	 -0.180	 -0.120
          2.206	 -0.080	 -0.150
          2.208	  0.020	 -0.160
          2.210	 -0.045	 -0.145
          2.212	 -0.160	 -0.115
          2.214	 -0.110	 -0.085
          2.216	 -0.240	 -0.060
          2.218	 -0.265	 -0.040
          2.220	 -0.115	 -0.035
          2.222	 -0.180	 -0.035
          2.224	 -0.005	 -0.045
          2.226	  0.020	 -0.055
          2.228	  0.015	 -0.065
          2.230	  0.065	 -0.070
          2.232	 -0.145	 -0.070
          2.234	 -0.190	 -0.070
          2.236	 -0.185	 -0.065
          2.238	 -0.210	 -0.060
          2.240	 -0.210	 -0.055
          2.242	 -0.185	 -0.050
          2.244	 -0.030	 -0.050
          2.246	  0.085	 -0.050
          2.248	  0.005	 -0.050
          2.250	 -0.030	 -0.050
          2.252	 -0.125	 -0.050
          2.254	 -0.125	 -0.050
          2.256	 -0.135	 -0.050
          2.258	 -0.115	 -0.055
          2.260	 -0.235	 -0.055
          2.262	 -0.200	 -0.060
          2.264	 -0.095	 -0.065
          2.266	  0.020	 -0.070
          2.268	  0.045	 -0.065
          2.270	  0.070	 -0.060
          2.272	 -0.005	 -0.050
          2.274	 -0.235	 -0.035
          2.276	 -0.215	 -0.020
          2.278	 -0.200	 -0.010
          2.280	 -0.070	  0.000
          2.282	  0.025	  0.000
          2.284	  0.030	 -0.005
          2.286	  0.040	 -0.015
          2.288	 -0.005	 -0.025
          2.290	 -0.035	 -0.030
          2.292	 -0.040	 -0.035
          2.294	 -0.150	 -0.040
          2.296	 -0.165	 -0.035
          2.298	 -0.160	 -0.030
          2.300	 -0.140	 -0.020
          2.302	 -0.040	 -0.010
          2.304	  0.030	 -0.010
          2.306	  0.065	 -0.005
          2.308	  0.040	 -0.010
          2.310	 -0.025	 -0.015
          2.312	 -0.065	 -0.020
          2.314	 -0.165	 -0.020
          2.316	 -0.205	 -0.020
          2.318	 -0.145	 -0.020
          2.320	 -0.185	 -0.015
          2.322	  0.030	 -0.005
          2.324	  0.075	  0.005
          2.326	  0.015	  0.015
          2.328	  0.130	  0.020
          2.330	  0.020	  0.020
          2.332	 -0.015	  0.015
          2.334	 -0.125	  0.010
          2.336	 -0.205	  0.005
          2.338	 -0.190	  0.005
          2.340	 -0.155	  0.005
          2.342	  0.025	  0.010
          2.344	  0.160	  0.020
          2.346	  0.165	  0.035
          2.348	  0.150	  0.050
          2.350	  0.045	  0.060
          2.352	 -0.085	  0.070
          2.354	 -0.140	  0.070
          2.356	 -0.075	  0.065
          2.358	 -0.075	  0.055
          2.360	 -0.005	  0.045
          2.362	  0.000	  0.035
          2.364	  0.070	  0.035
          2.366	  0.090	  0.040
          2.368	  0.145	  0.055
          2.370	  0.070	  0.075
          2.372	  0.030	  0.100
          2.374	 -0.050	  0.125
          2.376	 -0.105	  0.145
          2.378	  0.085	  0.160
          2.380	  0.125	  0.160
          2.382	  0.120	  0.155
          2.384	  0.145	  0.150
          2.386	  0.240	  0.140
          2.388	  0.175	  0.135
          2.390	  0.135	  0.135
          2.392	  0.070	  0.145
          2.394	 -0.035	  0.160
          2.396	  0.055	  0.180
          2.398	  0.195	  0.200
          2.400	  0.080	  0.220
          2.402	  0.210	  0.230
          2.404	  0.300	  0.240
          2.406	  0.285	  0.240
          2.408	  0.285	  0.235
          2.410	  0.205	  0.230
          2.412	  0.215	  0.225
          2.414	  0.070	  0.220
          2.416	  0.015	  0.210
          2.418	  0.065	  0.210
          2.420	  0.095	  0.205
          2.422	  0.135	  0.195
          2.424	  0.265	  0.190
          2.426	  0.295	  0.185
          2.428	  0.185	  0.175
          2.430	  0.105	  0.170
          2.432	  0.090	  0.165
          2.434	 -0.010	  0.165
          2.436	  0.135	  0.160
          2.438	 -0.040	  0.155
          2.440	  0.075	  0.150
          2.442	  0.055	  0.140
          2.444	  0.220	  0.130
          2.446	  0.195	  0.110
          2.448	  0.160	  0.090
          2.450	  0.010	  0.070
          2.452	 -0.040	  0.050
          2.454	 -0.155	  0.030
          2.456	 -0.150	  0.015
          2.458	 -0.140	  0.000
          2.460	 -0.155	 -0.010
          2.462	  0.020	 -0.020
          2.464	  0.095	 -0.025
          2.466	  0.065	 -0.025
          2.468	  0.000	 -0.030
          2.470	 -0.120	 -0.030
          2.472	 -0.130	 -0.025
          2.474	 -0.205	 -0.025
          2.476	 -0.230	 -0.025
          2.478	 -0.215	 -0.025
          2.480	 -0.075	 -0.025
          2.482	  0.015	 -0.030
          2.484	  0.030	 -0.030
          2.486	  0.100	 -0.035
          2.488	  0.000	 -0.040
          2.490	 -0.165	 -0.045
          2.492	 -0.135	 -0.045
          2.494	 -0.235	 -0.045
          2.496	 -0.220	 -0.045
          2.498	 -0.185	 -0.045
          2.500	 -0.145	 -0.050
          2.502	 -0.085	 -0.050
          2.504	  0.040	 -0.055
          2.506	  0.140	 -0.055
          2.508	 -0.045	 -0.055
          2.510	 -0.100	 -0.055
          2.512	 -0.095	 -0.055
          2.514	 -0.300	 -0.055
          2.516	 -0.275	 -0.055
          2.518	 -0.145	 -0.055
          2.520	 -0.105	 -0.060
          2.522	 -0.080	 -0.070
          2.524	  0.075	 -0.080
          2.526	 -0.030	 -0.090
          2.528	 -0.190	 -0.100
          2.530	 -0.135	 -0.100
          2.532	 -0.225	 -0.095
          2.534	 -0.335	 -0.090
          2.536	 -0.195	 -0.080
          2.538	 -0.175	 -0.070
          2.540	 -0.080	 -0.060
          2.542	 -0.040	 -0.055
          2.544	  0.060	 -0.050
          2.546	 -0.005	 -0.050
          2.548	 -0.105	 -0.050
          2.550	 -0.115	 -0.050
          2.552	 -0.160	 -0.045
          2.554	 -0.250	 -0.040
          2.556	 -0.075	 -0.030
          2.558	 -0.105	 -0.025
          2.560	 -0.110	 -0.020
          2.562	 -0.050	 -0.025
          2.564	  0.025	 -0.030
          2.566	 -0.025	 -0.035
          2.568	  0.055	 -0.050
          2.570	 -0.070	 -0.060
          2.572	 -0.240	 -0.065
          2.574	 -0.320	 -0.070
          2.576	 -0.285	 -0.070
          2.578	 -0.055	 -0.070
          2.580	 -0.165	 -0.070
          2.582	 -0.005	 -0.070
          2.584	 -0.040	 -0.070
          2.586	 -0.050	 -0.075
          2.588	 -0.060	 -0.080
          2.590	 -0.120	 -0.085
          2.592	 -0.265	 -0.085
          2.594	 -0.280	 -0.080
          2.596	 -0.200	 -0.075
          2.598	 -0.205	 -0.065
          2.600	 -0.015	 -0.055
          2.602	 -0.045	 -0.045
          2.604	 -0.005	 -0.040
          2.606	 -0.045	 -0.040
          2.608	 -0.050	 -0.045
          2.610	 -0.115	 -0.050
          2.612	 -0.195	 -0.055
          2.614	 -0.185	 -0.060
          2.616	 -0.245	 -0.060
          2.618	 -0.120	 -0.060
          2.620	 -0.200	 -0.060
          2.622	 -0.010	 -0.055
          2.624	  0.090	 -0.055
          2.626	 -0.010	 -0.060
          2.628	 -0.090	 -0.065
          2.630	 -0.215	 -0.075
          2.632	 -0.250	 -0.075
          2.634	 -0.110	 -0.080
          2.636	 -0.310	 -0.075
          2.638	 -0.205	 -0.065
          2.640	 -0.145	 -0.050
          2.642	  0.100	 -0.035
          2.644	  0.060	 -0.025
          2.646	 -0.010	 -0.020
          2.648	 -0.070	 -0.020
          2.650	  0.005	 -0.030
          2.652	 -0.105	 -0.045
          2.654	 -0.425	 -0.070
          2.656	 -0.285	 -0.090
          2.658	 -0.225	 -0.105
          2.660	 -0.140	 -0.110
          2.662	  0.065	 -0.110
          2.664	 -0.070	 -0.100
          2.666	 -0.085	 -0.090
          2.668	  0.015	 -0.070
          2.670	 -0.150	 -0.060
          2.672	 -0.285	 -0.050
          2.674	 -0.220	 -0.045
          2.676	 -0.310	 -0.050
          2.678	 -0.095	 -0.060
          2.680	 -0.110	 -0.070
          2.682	  0.060	 -0.075
          2.684	 -0.035	 -0.085
          2.686	 -0.010	 -0.085
          2.688	 -0.130	 -0.080
          2.690	 -0.230	 -0.075
          2.692	 -0.280	 -0.065
          2.694	 -0.195	 -0.060
          2.696	 -0.225	 -0.060
          2.698	 -0.055	 -0.065
          2.700	 -0.150	 -0.075
          2.702	 -0.025	 -0.085
          2.704	 -0.070	 -0.090
          2.706	 -0.030	 -0.100
          2.708	 -0.095	 -0.105
          2.710	 -0.190	 -0.105
          2.712	 -0.325	 -0.100
          2.714	 -0.310	 -0.090
          2.716	 -0.225	 -0.085
          2.718	 -0.145	 -0.080
          2.720	 -0.080	 -0.080
          2.722	  0.005	 -0.085
          2.724	  0.000	 -0.085
          2.726	 -0.095	 -0.090
          2.728	 -0.170	 -0.090
          2.730	 -0.180	 -0.085
          2.732	 -0.280	 -0.080
          2.734	 -0.230	 -0.070
          2.736	 -0.165	 -0.055
          2.738	 -0.115	 -0.045
          2.740	 -0.090	 -0.040
          2.742	  0.025	 -0.040
          2.744	  0.060	 -0.045
          2.746	 -0.115	 -0.060
          2.748	 -0.105	 -0.070
          2.750	 -0.050	 -0.085
          2.752	 -0.320	 -0.095
          2.754	 -0.330	 -0.100
          2.756	 -0.235	 -0.095
          2.758	 -0.170	 -0.085
          2.760	 -0.095	 -0.065
          2.762	  0.020	 -0.045
          2.764	  0.020	 -0.030
          2.766	  0.065	 -0.015
          2.768	 -0.010	 -0.005
          2.770	 -0.115	 -0.005
          2.772	 -0.295	 -0.015
          2.774	 -0.260	 -0.030
          2.776	 -0.245	 -0.050
          2.778	 -0.090	 -0.070
          2.780	 -0.085	 -0.080
          2.782	  0.030	 -0.085
          2.784	 -0.020	 -0.085
          2.786	 -0.095	 -0.075
          2.788	 -0.175	 -0.055
          2.790	 -0.115	 -0.030
          2.792	 -0.145	 -0.010
          2.794	 -0.180	  0.010
          2.796	 -0.165	  0.020
          2.798	 -0.110	  0.025
          2.800	 -0.025	  0.020
          2.802	  0.230	  0.015
          2.804	  0.065	  0.000
          2.806	 -0.035	 -0.010
          2.808	 -0.095	 -0.025
          2.810	 -0.195	 -0.035
          2.812	 -0.215	 -0.040
          2.814	 -0.230	 -0.045
          2.816	 -0.205	 -0.050
          2.818	 -0.240	 -0.055
          2.820	 -0.020	 -0.060
          2.822	  0.000	 -0.070
          2.824	 -0.010	 -0.075
          2.826	 -0.115	 -0.085
          2.828	 -0.140	 -0.090
          2.830	 -0.255	 -0.090
          2.832	 -0.275	 -0.090
          2.834	 -0.275	 -0.085
          2.836	 -0.125	 -0.075
          2.838	 -0.110	 -0.065
          2.840	 -0.085	 -0.060
          2.842	 -0.075	 -0.060
          2.844	 -0.030	 -0.060
          2.846	 -0.045	 -0.070
          2.848	 -0.165	 -0.080
          2.850	 -0.240	 -0.095
          2.852	 -0.305	 -0.110
          2.854	 -0.310	 -0.115
          2.856	 -0.290	 -0.110
          2.858	 -0.115	 -0.090
          2.860	 -0.060	 -0.045
          2.862	  0.020	  0.015
          2.864	  0.185	  0.100
          2.866	  0.200	  0.195
          2.868	  0.150	  0.305
          2.870	  0.270	  0.410
          2.872	  0.415	  0.510
          2.874	  0.570	  0.595
          2.876	  0.570	  0.655
          2.878	  0.645	  0.690
          2.880	  0.750	  0.695
          2.882	  0.610	  0.680
          2.884	  0.590	  0.640
          2.886	  0.520	  0.580
          2.888	  0.465	  0.510
          2.890	  0.355	  0.430
          2.892	  0.195	  0.350
          2.894	  0.105	  0.260
          2.896	  0.000	  0.175
          2.898	 -0.045	  0.095
          2.900	 -0.100	  0.020
          2.902	 -0.060	 -0.040
          2.904	 -0.060	 -0.090
          2.906	 -0.065	 -0.115
          2.908	 -0.235	 -0.130
          2.910	 -0.300	 -0.125
          2.912	 -0.275	 -0.105
          2.914	 -0.265	 -0.085
          2.916	 -0.140	 -0.060
          2.918	 -0.040	 -0.045
          2.920	 -0.070	 -0.035
          2.922	  0.060	 -0.040
          2.924	 -0.055	 -0.050
          2.926	 -0.065	 -0.065
          2.928	 -0.230	 -0.085
          2.930	 -0.385	 -0.100
          2.932	 -0.255	 -0.105
          2.934	 -0.245	 -0.105
          2.936	 -0.120	 -0.100
          2.938	 -0.200	 -0.095
          2.940	 -0.060	 -0.085
          2.942	 -0.070	 -0.080
          2.944	 -0.080	 -0.080
          2.946	 -0.135	 -0.085
          2.948	 -0.100	 -0.095
          2.950	 -0.335	 -0.100
          2.952	 -0.300	 -0.110
          2.954	 -0.235	 -0.110
          2.956	 -0.165	 -0.100
          2.958	 -0.195	 -0.085
          2.960	  0.005	 -0.065
          2.962	  0.035	 -0.040
          2.964	 -0.070	 -0.020
          2.966	 -0.130	 -0.005
          2.968	 -0.060	  0.000
          2.970	 -0.035	  0.000
          2.972	 -0.135	 -0.010
          2.974	 -0.190	 -0.030
          2.976	 -0.280	 -0.045
          2.978	 -0.180	 -0.065
          2.980	 -0.085	 -0.075
          2.982	  0.025	 -0.080
          2.984	 -0.080	 -0.080
          2.986	 -0.110	 -0.075
          2.988	 -0.050	 -0.065
          2.990	 -0.225	 -0.055
          2.992	 -0.250	 -0.050
          2.994	 -0.240	 -0.045
          2.996	 -0.130	 -0.040
          2.998	 -0.150	 -0.040
          3.000	 -0.050	 -0.045
          3.002	  0.065	 -0.045
          3.004	  0.010	 -0.045
          3.006	 -0.170	 -0.045
          3.008	 -0.135	 -0.045
          3.010	 -0.180	 -0.040
          3.012	 -0.280	 -0.040
          3.014	 -0.165	 -0.035
          3.016	 -0.105	 -0.035
          3.018	 -0.110	 -0.035
          3.020	 -0.010	 -0.035
          3.022	  0.020	 -0.035
          3.024	 -0.075	 -0.035
          3.026	 -0.065	 -0.035
          3.028	 -0.075	 -0.035
          3.030	 -0.245	 -0.030
          3.032	 -0.200	 -0.030
          3.034	 -0.215	 -0.030
          3.036	 -0.150	 -0.030
          3.038	 -0.085	 -0.030
          3.040	 -0.015	 -0.030
          3.042	  0.005	 -0.030
          3.044	 -0.070	 -0.030
          3.046	 -0.080	 -0.030
          3.048	 -0.100	 -0.030
          3.050	 -0.265	 -0.030
          3.052	 -0.140	 -0.030
          3.054	 -0.060	 -0.030
          3.056	 -0.210	 -0.030
          3.058	 -0.125	 -0.030
          3.060	 -0.015	 -0.025
          3.062	 -0.080	 -0.020
          3.064	  0.020	 -0.015
          3.066	 -0.055	  0.000
          3.068	 -0.005	  0.010
          3.070	 -0.165	  0.025
          3.072	 -0.230	  0.040
          3.074	 -0.115	  0.055
          3.076	 -0.025	  0.065
          3.078	  0.015	  0.075
          3.080	  0.115	  0.080
          3.082	  0.110	  0.080
          3.084	  0.090	  0.080
          3.086	  0.010	  0.080
          3.088	 -0.030	  0.075
          3.090	 -0.035	  0.075
          3.092	 -0.130	  0.075
          3.094	 -0.225	  0.075
          3.096	 -0.005	  0.080
          3.098	 -0.005	  0.080
          3.100	  0.115	  0.085
          3.102	  0.205	  0.090
          3.104	  0.085	  0.095
          3.106	 -0.005	  0.100
          3.108	 -0.020	  0.105
          3.110	  0.005	  0.115
          3.112	 -0.105	  0.125
          3.114	 -0.055	  0.130
          3.116	  0.010	  0.140
          3.118	  0.110	  0.140
          3.120	  0.200	  0.140
          3.122	  0.190	  0.135
          3.124	  0.135	  0.120
          3.126	  0.050	  0.105
          3.128	 -0.030	  0.085
          3.130	 -0.245	  0.060
          3.132	 -0.240	  0.040
          3.134	 -0.115	  0.025
          3.136	 -0.090	  0.010
          3.138	  0.010	  0.000
          3.140	  0.005	 -0.005
          3.142	  0.105	 -0.005
          3.144	  0.085	 -0.005
          3.146	 -0.130	 -0.005
          3.148	 -0.215	 -0.005
          3.150	 -0.305	 -0.005
          3.152	 -0.255	 -0.010
          3.154	 -0.130	 -0.015
          3.156	 -0.070	 -0.025
          3.158	 -0.095	 -0.030
          3.160	  0.070	 -0.040
          3.162	  0.020	 -0.045
          3.164	 -0.125	 -0.055
          3.166	 -0.230	 -0.060
          3.168	 -0.320	 -0.065
          3.170	 -0.285	 -0.070
          3.172	 -0.280	 -0.070
          3.174	 -0.170	 -0.075
          3.176	 -0.170	 -0.080
          3.178	 -0.120	 -0.090
          3.180	 -0.040	 -0.095
          3.182	 -0.060	 -0.100
          3.184	 -0.155	 -0.105
          3.186	 -0.205	 -0.105
          3.188	 -0.290	 -0.100
          3.190	 -0.430	 -0.090
          3.192	 -0.300	 -0.075
          3.194	 -0.165	 -0.060
          3.196	 -0.110	 -0.045
          3.198	  0.015	 -0.030
          3.200	  0.050	 -0.020
          3.202	  0.085	 -0.020
          3.204	 -0.045	 -0.025
          3.206	 -0.205	 -0.035
          3.208	 -0.370	 -0.050
          3.210	 -0.375	 -0.065
          3.212	 -0.255	 -0.080
          3.214	 -0.220	 -0.095
          3.216	 -0.140	 -0.100
          3.218	 -0.070	 -0.095
          3.220	 -0.015	 -0.090
          3.222	 -0.035	 -0.080
          3.224	 -0.135	 -0.075
          3.226	 -0.225	 -0.070
          3.228	 -0.335	 -0.075
          3.230	 -0.230	 -0.080
          3.232	 -0.380	 -0.095
          3.234	 -0.280	 -0.110
          3.236	 -0.175	 -0.125
          3.238	 -0.070	 -0.135
          3.240	 -0.080	 -0.140
          3.242	 -0.075	 -0.130
          3.244	 -0.135	 -0.120
          3.246	 -0.275	 -0.100
          3.248	 -0.475	 -0.080
          3.250	 -0.365	 -0.065
          3.252	 -0.080	 -0.055
          3.254	 -0.100	 -0.055
          3.256	 -0.205	 -0.060
          3.258	 -0.020	 -0.075
          3.260	 -0.045	 -0.090
          3.262	 -0.180	 -0.105
          3.264	 -0.235	 -0.115
          3.266	 -0.215	 -0.115
          3.268	 -0.265	 -0.105
          3.270	 -0.305	 -0.090
          3.272	 -0.270	 -0.070
          3.274	 -0.200	 -0.050
          3.276	 -0.065	 -0.035
          3.278	  0.035	 -0.020
          3.280	  0.040	 -0.015
          3.282	 -0.080	 -0.020
          3.284	 -0.080	 -0.030
          3.286	 -0.080	 -0.045
          3.288	 -0.315	 -0.060
          3.290	 -0.440	 -0.080
          3.292	 -0.365	 -0.095
          3.294	 -0.155	 -0.105
          3.296	 -0.090	 -0.110
          3.298	  0.015	 -0.115
          3.300	 -0.195	 -0.110
          3.302	 -0.110	 -0.105
          3.304	 -0.165	 -0.100
          3.306	 -0.200	 -0.090
          3.308	 -0.330	 -0.085
          3.310	 -0.380	 -0.080
          3.312	 -0.265	 -0.080
          3.314	 -0.220	 -0.080
          3.316	 -0.170	 -0.080
          3.318	 -0.015	 -0.080
          3.320	  0.065	 -0.075
          3.322	 -0.100	 -0.075
          3.324	 -0.280	 -0.070
          3.326	 -0.205	 -0.070
          3.328	 -0.315	 -0.065
          3.330	 -0.250	 -0.060
          3.332	 -0.215	 -0.055
          3.334	 -0.130	 -0.045
          3.336	 -0.105	 -0.040
          3.338	  0.000	 -0.035
          3.340	 -0.010	 -0.035
          3.342	 -0.095	 -0.030
          3.344	 -0.155	 -0.030
          3.346	 -0.190	 -0.035
          3.348	 -0.190	 -0.040
          3.350	 -0.290	 -0.055
          3.352	 -0.205	 -0.070
          3.354	 -0.140	 -0.085
          3.356	 -0.265	 -0.100
          3.358	 -0.165	 -0.105
          3.360	 -0.130	 -0.110
          3.362	 -0.090	 -0.105
          3.364	  0.010	 -0.095
          3.366	 -0.210	 -0.080
          3.368	 -0.435	 -0.070
          3.370	 -0.335	 -0.060
          3.372	 -0.220	 -0.055
          3.374	 -0.110	 -0.060
          3.376	 -0.110	 -0.070
          3.378	 -0.040	 -0.085
          3.380	 -0.110	 -0.095
          3.382	 -0.170	 -0.100
          3.384	 -0.260	 -0.100
          3.386	 -0.275	 -0.095
          3.388	 -0.280	 -0.080
          3.390	 -0.325	 -0.060
          3.392	 -0.190	 -0.045
