   Elapsed time	   ECG1	   ECG2
         16.766	 -0.320	  0.580
         16.773	 -0.440	  0.610
         16.781	 -0.430	  0.690
         16.789	 -0.470	  0.670
         16.797	 -0.470	  0.710
         16.805	 -0.490	  0.760
         16.812	 -0.600	  0.730
         16.820	 -0.540	  0.750
         16.828	 -0.530	  0.710
         16.836	 -0.490	  0.680
         16.844	 -0.480	  0.630
         16.852	 -0.300	  0.560
         16.859	 -0.240	  0.520
         16.867	 -0.100	  0.380
         16.875	 -0.120	  0.280
         16.883	  0.000	  0.200
         16.891	  0.040	  0.100
         16.898	  0.070	  0.060
         16.906	  0.040	 -0.010
         16.914	  0.070	 -0.050
         16.922	  0.060	 -0.070
         16.930	  0.000	 -0.110
         16.938	  0.010	 -0.110
         16.945	  0.020	 -0.120
         16.953	  0.050	 -0.110
         16.961	 -0.030	 -0.090
         16.969	  0.030	 -0.050
         16.977	 -0.070	 -0.100
         16.984	 -0.020	 -0.100
         16.992	 -0.080	 -0.060
         17.000	 -0.040	 -0.090
         17.008	 -0.060	 -0.070
         17.016	 -0.040	 -0.040
         17.023	 -0.090	 -0.040
         17.031	 -0.090	 -0.050
         17.039	 -0.100	 -0.040
         17.047	 -0.110	 -0.050
         17.055	 -0.040	 -0.060
         17.062	 -0.110	 -0.030
         17.070	 -0.070	 -0.030
         17.078	 -0.090	 -0.050
         17.086	 -0.050	 -0.040
         17.094	 -0.130	 -0.050
         17.102	 -0.040	 -0.040
         17.109	 -0.070	 -0.050
         17.117	 -0.040	 -0.040
         17.125	 -0.060	 -0.060
         17.133	 -0.030	 -0.050
         17.141	 -0.140	 -0.010
         17.148	 -0.110	  0.150
         17.156	 -0.080	  0.060
         17.164	 -0.140	  0.140
         17.172	  0.010	  0.090
         17.180	 -0.050	 -0.010
         17.188	 -0.020	 -0.040
         17.195	 -0.080	 -0.050
         17.203	  0.020	 -0.080
         17.211	 -0.040	 -0.070
         17.219	  0.010	 -0.080
         17.227	 -0.030	 -0.090
         17.234	  0.000	 -0.130
         17.242	 -0.060	 -0.060
         17.250	 -0.070	 -0.070
         17.258	 -0.040	 -0.100
         17.266	 -0.070	 -0.080
         17.273	  0.000	 -0.100
         17.281	 -0.060	 -0.100
         17.289	  0.000	 -0.100
         17.297	 -0.060	 -0.100
         17.305	 -0.040	 -0.100
         17.312	 -0.090	 -0.090
         17.320	  0.010	 -0.090
         17.328	 -0.080	 -0.100
         17.336	  0.030	 -0.090
         17.344	 -0.050	 -0.080
         17.352	 -0.030	 -0.090
         17.359	 -0.040	 -0.090
         17.367	  0.010	 -0.070
         17.375	 -0.090	 -0.090
         17.383	  0.010	 -0.080
         17.391	  0.060	 -0.060
         17.398	  0.220	  0.050
         17.406	  0.440	  0.160
         17.414	  1.250	 -0.380
         17.422	  2.110	 -2.110
         17.430	  1.930	 -3.380
         17.438	  1.530	 -4.180
         17.445	  0.870	 -3.560
         17.453	  0.560	 -2.550
         17.461	  0.050	 -2.180
         17.469	 -0.590	 -1.610
         17.477	 -0.520	 -1.180
         17.484	 -0.350	 -0.850
         17.492	 -0.290	 -0.610
         17.500	 -0.150	 -0.290
         17.508	 -0.090	  0.020
         17.516	 -0.200	  0.160
         17.523	 -0.180	  0.160
         17.531	 -0.190	  0.210
         17.539	 -0.160	  0.240
         17.547	 -0.240	  0.230
         17.555	 -0.160	  0.280
         17.562	 -0.290	  0.270
         17.570	 -0.280	  0.290
         17.578	 -0.300	  0.310
         17.586	 -0.260	  0.300
         17.594	 -0.310	  0.350
         17.602	 -0.270	  0.380
         17.609	 -0.340	  0.410
         17.617	 -0.390	  0.440
         17.625	 -0.350	  0.470
         17.633	 -0.460	  0.570
         17.641	 -0.450	  0.540
         17.648	 -0.480	  0.610
         17.656	 -0.470	  0.660
         17.664	 -0.560	  0.700
         17.672	 -0.550	  0.720
         17.680	 -0.660	  0.770
         17.688	 -0.640	  0.780
         17.695	 -0.620	  0.810
         17.703	 -0.630	  0.810
         17.711	 -0.650	  0.850
         17.719	 -0.550	  0.780
         17.727	 -0.570	  0.740
         17.734	 -0.450	  0.710
         17.742	 -0.330	  0.600
         17.750	 -0.260	  0.530
         17.758	 -0.110	  0.460
         17.766	 -0.050	  0.350
         17.773	 -0.030	  0.250
         17.781	 -0.060	  0.170
         17.789	  0.030	  0.120
         17.797	 -0.020	  0.080
         17.805	  0.070	  0.080
         17.812	 -0.020	  0.070
         17.820	  0.030	  0.070
         17.828	 -0.050	  0.050
         17.836	  0.020	  0.020
         17.844	 -0.070	  0.050
         17.852	 -0.030	  0.000
         17.859	  0.020	  0.040
         17.867	 -0.040	  0.030
         17.875	 -0.040	  0.040
         17.883	 -0.100	  0.020
         17.891	 -0.060	  0.030
         17.898	 -0.090	  0.040
         17.906	  0.010	  0.010
         17.914	 -0.060	  0.080
         17.922	 -0.030	  0.000
         17.930	 -0.060	  0.050
         17.938	 -0.050	  0.030
         17.945	 -0.080	  0.020
         17.953	 -0.030	  0.020
         17.961	 -0.050	  0.000
         17.969	 -0.020	  0.030
         17.977	 -0.010	  0.030
         17.984	 -0.070	  0.020
         17.992	 -0.030	  0.020
         18.000	 -0.020	  0.010
         18.008	 -0.030	  0.000
         18.016	 -0.050	  0.030
         18.023	 -0.020	  0.010
         18.031	  0.020	 -0.020
         18.039	 -0.010	 -0.010
         18.047	 -0.060	  0.020
         18.055	 -0.080	  0.100
         18.062	 -0.080	  0.110
         18.070	 -0.010	  0.150
         18.078	 -0.030	  0.110
         18.086	  0.030	  0.060
         18.094	  0.020	 -0.050
         18.102	 -0.020	 -0.010
         18.109	  0.030	 -0.060
         18.117	  0.070	 -0.100
         18.125	  0.070	 -0.110
         18.133	  0.020	 -0.100
         18.141	  0.100	 -0.150
         18.148	 -0.030	 -0.090
         18.156	  0.030	 -0.080
         18.164	 -0.010	 -0.110
         18.172	  0.060	 -0.100
         18.180	  0.050	 -0.130
         18.188	  0.050	 -0.130
         18.195	  0.000	 -0.150
         18.203	  0.040	 -0.090
         18.211	  0.050	 -0.150
         18.219	  0.000	 -0.110
         18.227	  0.040	 -0.130
         18.234	  0.050	 -0.110
         18.242	  0.040	 -0.110
         18.250	  0.050	 -0.110
         18.258	  0.040	 -0.130
         18.266	  0.020	 -0.110
         18.273	  0.070	 -0.130
         18.281	  0.020	 -0.100
         18.289	  0.150	 -0.110
         18.297	  0.070	 -0.080
         18.305	  0.390	  0.070
         18.312	  0.630	  0.060
         18.320	  1.560	 -0.750
         18.328	  2.140	 -2.760
         18.336	  1.810	 -3.790
         18.344	  1.140	 -4.390
         18.352	  0.690	 -3.590
         18.359	  0.380	 -2.560
         18.367	 -0.160	 -2.150
         18.375	 -0.420	 -1.550
         18.383	 -0.400	 -1.090
         18.391	 -0.300	 -0.800
         18.398	 -0.180	 -0.530
         18.406	 -0.100	 -0.230
         18.414	 -0.090	  0.040
         18.422	 -0.110	  0.160
         18.430	 -0.100	  0.160
         18.438	 -0.140	  0.230
         18.445	 -0.090	  0.220
         18.453	 -0.140	  0.230
         18.461	 -0.200	  0.280
         18.469	 -0.190	  0.250
         18.477	 -0.240	  0.350
         18.484	 -0.320	  0.320
         18.492	 -0.140	  0.380
         18.500	 -0.330	  0.400
         18.508	 -0.290	  0.440
         18.516	 -0.340	  0.440
         18.523	 -0.440	  0.480
         18.531	 -0.400	  0.560
         18.539	 -0.370	  0.520
         18.547	 -0.490	  0.660
         18.555	 -0.430	  0.630
         18.562	 -0.520	  0.680
         18.570	 -0.570	  0.730
         18.578	 -0.610	  0.750
         18.586	 -0.640	  0.730
         18.594	 -0.680	  0.810
         18.602	 -0.690	  0.830
         18.609	 -0.640	  0.840
         18.617	 -0.640	  0.810
         18.625	 -0.610	  0.810
         18.633	 -0.610	  0.750
         18.641	 -0.480	  0.660
         18.648	 -0.360	  0.660
         18.656	 -0.220	  0.510
         18.664	 -0.260	  0.470
         18.672	 -0.100	  0.330
         18.680	 -0.070	  0.260
         18.688	 -0.050	  0.220
         18.695	 -0.080	  0.140
         18.703	 -0.010	  0.080
         18.711	  0.040	  0.090
         18.719	 -0.110	  0.090
         18.727	 -0.010	  0.070
         18.734	 -0.100	  0.040
         18.742	 -0.080	  0.050
         18.750	 -0.030	  0.030
         18.758	 -0.100	  0.040
         18.766	 -0.120	  0.090
         18.773	 -0.050	  0.020
         18.781	 -0.170	  0.060
         18.789	 -0.140	  0.080
         18.797	 -0.210	  0.080
         18.805	 -0.080	  0.060
         18.812	 -0.170	  0.100
         18.820	 -0.020	  0.100
         18.828	 -0.150	  0.090
         18.836	 -0.160	  0.060
         18.844	 -0.120	  0.080
         18.852	 -0.130	  0.080
         18.859	 -0.090	  0.120
         18.867	 -0.090	  0.050
         18.875	 -0.030	  0.090
         18.883	 -0.110	  0.040
         18.891	  0.010	  0.060
         18.898	 -0.090	  0.020
         18.906	  0.020	  0.060
         18.914	 -0.060	  0.080
         18.922	 -0.030	  0.200
         18.930	 -0.020	  0.190
         18.938	 -0.030	  0.190
         18.945	 -0.040	  0.160
         18.953	  0.020	  0.090
         18.961	  0.070	  0.020
         18.969	  0.010	  0.050
         18.977	  0.060	  0.000
         18.984	  0.120	 -0.020
         18.992	  0.040	 -0.020
         19.000	 -0.010	 -0.020
         19.008	  0.110	 -0.030
         19.016	  0.010	 -0.020
         19.023	  0.010	 -0.020
         19.031	  0.030	 -0.050
         19.039	  0.020	 -0.040
         19.047	 -0.100	 -0.070
         19.055	  0.050	 -0.010
         19.062	 -0.010	 -0.030
         19.070	 -0.020	 -0.020
         19.078	 -0.020	 -0.030
         19.086	  0.010	 -0.040
         19.094	  0.020	 -0.040
         19.102	 -0.070	 -0.050
         19.109	  0.000	 -0.040
         19.117	 -0.020	 -0.030
         19.125	  0.030	 -0.040
         19.133	 -0.040	 -0.020
         19.141	  0.040	 -0.010
         19.148	 -0.020	 -0.050
         19.156	  0.000	  0.030
         19.164	  0.020	 -0.030
         19.172	  0.200	  0.050
         19.180	  0.570	  0.200
         19.188	  1.270	 -0.280
         19.195	  2.060	 -2.010
         19.203	  1.970	 -3.260
         19.211	  1.580	 -4.030
         19.219	  0.890	 -3.490
         19.227	  0.630	 -2.430
         19.234	  0.160	 -2.060
         19.242	 -0.460	 -1.450
         19.250	 -0.510	 -1.050
         19.258	 -0.300	 -0.730
         19.266	 -0.270	 -0.490
         19.273	 -0.110	 -0.210
         19.281	 -0.090	  0.060
         19.289	 -0.070	  0.210
         19.297	 -0.120	  0.220
         19.305	 -0.130	  0.240
         19.312	 -0.180	  0.240
         19.320	 -0.160	  0.350
         19.328	 -0.210	  0.280
         19.336	 -0.180	  0.320
         19.344	 -0.180	  0.350
         19.352	 -0.230	  0.350
         19.359	 -0.230	  0.370
         19.367	 -0.330	  0.400
         19.375	 -0.280	  0.410
         19.383	 -0.400	  0.440
         19.391	 -0.340	  0.470
         19.398	 -0.390	  0.510
         19.406	 -0.350	  0.540
         19.414	 -0.440	  0.610
         19.422	 -0.520	  0.610
         19.430	 -0.520	  0.700
         19.438	 -0.550	  0.730
         19.445	 -0.580	  0.770
         19.453	 -0.570	  0.810
         19.461	 -0.580	  0.820
         19.469	 -0.660	  0.820
         19.477	 -0.640	  0.820
         19.484	 -0.670	  0.810
         19.492	 -0.550	  0.820
         19.500	 -0.500	  0.750
         19.508	 -0.360	  0.720
         19.516	 -0.310	  0.630
         19.523	 -0.180	  0.570
         19.531	 -0.130	  0.460
         19.539	 -0.020	  0.380
         19.547	  0.010	  0.270
         19.555	  0.070	  0.210
         19.562	  0.080	  0.150
         19.570	  0.030	  0.080
         19.578	  0.050	  0.090
         19.586	 -0.020	  0.060
         19.594	  0.070	  0.030
         19.602	  0.010	  0.030
         19.609	  0.040	  0.040
         19.617	  0.020	  0.030
         19.625	  0.020	  0.020
         19.633	 -0.040	  0.020
         19.641	 -0.060	  0.040
         19.648	 -0.010	  0.020
         19.656	 -0.070	  0.040
         19.664	  0.000	  0.050
         19.672	 -0.050	  0.060
         19.680	  0.010	  0.020
         19.688	 -0.090	  0.110
         19.695	 -0.060	  0.060
         19.703	 -0.070	  0.080
         19.711	  0.020	  0.090
         19.719	 -0.050	  0.110
         19.727	 -0.020	  0.120
         19.734	 -0.040	  0.110
         19.742	 -0.020	  0.120
         19.750	 -0.040	  0.110
         19.758	 -0.070	  0.100
         19.766	  0.000	  0.120
         19.773	  0.010	  0.070
         19.781	 -0.030	  0.130
         19.789	 -0.040	  0.050
         19.797	 -0.040	  0.060
         19.805	 -0.030	  0.060
         19.812	  0.010	  0.070
         19.820	 -0.090	  0.140
         19.828	 -0.020	  0.220
         19.836	 -0.020	  0.220
         19.844	 -0.050	  0.190
         19.852	 -0.030	  0.170
         19.859	  0.010	  0.050
         19.867	  0.000	  0.100
         19.875	  0.030	  0.020
         19.883	  0.040	  0.010
         19.891	  0.040	 -0.020
         19.898	  0.020	 -0.010
         19.906	 -0.010	 -0.040
         19.914	  0.010	  0.020
         19.922	 -0.050	 -0.010
         19.930	  0.040	 -0.010
         19.938	 -0.040	 -0.040
         19.945	  0.040	  0.010
         19.953	 -0.050	 -0.030
         19.961	 -0.010	  0.000
         19.969	 -0.030	  0.000
         19.977	  0.020	 -0.010
         19.984	  0.000	 -0.030
         19.992	  0.000	  0.000
